id; time; WIN<BUY_ASK,qty=50>; WIN<SELL_BID,qty=50>; IND<BUY_ASK,qty=10>; IND<SELL_BID,qty=10>; WDO<BUY_ASK,qty=25>; WDO<SELL_BID,qty=25>; DOL<BUY_ASK,qty=5>; DOL<SELL_BID,qty=5>;
0; 2016-05-02 09:00:00.110 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-05-02 09:00:01.242 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
2; 2016-05-02 09:00:02.291 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
3; 2016-05-02 09:00:03.312 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
4; 2016-05-02 09:00:04.349 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
5; 2016-05-02 09:00:05.461 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
6; 2016-05-02 09:00:06.736 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
7; 2016-05-02 09:00:07.997 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
8; 2016-05-02 09:00:09.757 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
9; 2016-05-02 09:00:10.940 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
10; 2016-05-02 09:00:11.959 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
11; 2016-05-02 09:00:12.967 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
12; 2016-05-02 09:00:13.998 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
13; 2016-05-02 09:00:15.430 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
14; 2016-05-02 09:00:16.197 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
15; 2016-05-02 09:00:17.243 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
16; 2016-05-02 09:00:18.653 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
17; 2016-05-02 09:00:19.710 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
18; 2016-05-02 09:00:20.717 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
19; 2016-05-02 09:00:21.765 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
20; 2016-05-02 09:00:22.787 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
21; 2016-05-02 09:00:23.910 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
22; 2016-05-02 09:00:24.947 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
23; 2016-05-02 09:00:25.982 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
24; 2016-05-02 09:00:27.120 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
25; 2016-05-02 09:00:28.196 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
26; 2016-05-02 09:00:29.229 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
27; 2016-05-02 09:00:30.309 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
28; 2016-05-02 09:00:31.508 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
29; 2016-05-02 09:00:32.540 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3492.000000; 3490.000000;
30; 2016-05-02 09:00:33.591 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3492.000000; 3491.000000;
31; 2016-05-02 09:00:34.718 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3492.000000; 3491.000000;
32; 2016-05-02 09:00:35.789 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3493.000000; 3491.000000;
33; 2016-05-02 09:00:36.803 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3491.500000; 3491.000000;
34; 2016-05-02 09:00:37.934 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3493.000000; 3492.500000;
35; 2016-05-02 09:00:38.937 BRT; 54945.000000; 54875.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3493.000000; 3492.500000;
36; 2016-05-02 09:00:39.960 BRT; 54940.000000; 54740.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3493.000000; 3492.500000;
37; 2016-05-02 09:00:40.981 BRT; 54945.000000; 54900.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3492.500000; 3489.000000;
38; 2016-05-02 09:00:42.136 BRT; 54900.000000; 54845.000000; 54800.000000; 54695.000000; 0.000000; 0.000000; 3490.500000; 3489.000000;
39; 2016-05-02 09:00:43.136 BRT; 54900.000000; 54782.000000; 54800.000000; 54655.000000; 3494.000000; 3492.000000; 3495.000000; 3493.500000;
40; 2016-05-02 09:00:44.147 BRT; 54904.000000; 54812.000000; 54800.000000; 54660.000000; 3496.800000; 3494.600000; 3497.000000; 3495.500000;
41; 2016-05-02 09:00:45.161 BRT; 54904.000000; 54848.000000; 54800.000000; 54660.000000; 3495.900000; 3493.600000; 3495.500000; 3494.500000;
42; 2016-05-02 09:00:46.161 BRT; 54880.000000; 54855.000000; 54800.000000; 54730.000000; 3494.700000; 3491.600000; 3493.000000; 3491.500000;
