id; time; WIN<qty=25>; IND<qty=5>; WDO<qty=6>; DOL<qty=5>;
0; 2016-03-02 10:00:07.341 BRT; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-03-02 10:01:11.347 BRT; -0.001727; -0.001836; 0.000862; 0.000850;
2; 2016-03-02 10:02:15.413 BRT; -0.000496; -0.000610; -0.000405; -0.000417;
3; 2016-03-02 10:03:19.484 BRT; 0.000125; -0.000163; 0.000228; 0.000216;
4; 2016-03-02 10:04:23.512 BRT; -0.000947; -0.001056; 0.000101; -0.000037;
5; 2016-03-02 10:05:27.522 BRT; -0.002074; -0.002174; 0.000228; 0.000343;
6; 2016-03-02 10:06:31.552 BRT; -0.000873; -0.000947; -0.000278; -0.000290;
7; 2016-03-02 10:07:35.577 BRT; 0.000538; 0.000284; -0.000405; -0.000543;
8; 2016-03-02 10:08:39.587 BRT; -0.001920; -0.001954; 0.000608; 0.000469;
9; 2016-03-02 10:09:43.639 BRT; 0.000139; 0.000061; -0.000025; -0.000037;
10; 2016-03-02 10:10:47.664 BRT; 0.000721; 0.000508; -0.000152; -0.000290;
11; 2016-03-02 10:11:51.817 BRT; -0.000698; -0.000723; -0.000152; -0.000416;
12; 2016-03-02 10:12:55.836 BRT; 0.002879; 0.002746; -0.000658; -0.000796;
13; 2016-03-02 10:14:00.390 BRT; -0.000906; -0.001055; -0.000784; -0.001049;
14; 2016-03-02 10:15:04.390 BRT; 0.001281; 0.001065; -0.000532; -0.000670;
15; 2016-03-02 10:16:08.390 BRT; -0.000602; -0.000608; -0.000300; -0.000543;
16; 2016-03-02 10:17:12.570 BRT; -0.001569; -0.001834; 0.000587; 0.000596;
17; 2016-03-02 10:18:16.570 BRT; -0.002383; -0.002394; -0.000405; -0.000543;
18; 2016-03-02 10:19:20.620 BRT; 0.000331; 0.000060; 0.000186; 0.000216;
19; 2016-03-02 10:20:24.175 BRT; -0.000724; -0.000722; -0.000152; -0.000163;
20; 2016-03-02 10:21:28.220 BRT; 0.000188; -0.000051; 0.000354; 0.000216;
21; 2016-03-02 10:22:32.286 BRT; 0.000630; 0.000507; -0.000278; -0.000290;
22; 2016-03-02 10:23:36.291 BRT; 0.001411; 0.001176; -0.000510; -0.000416;
23; 2016-03-02 10:24:40.297 BRT; -0.000053; -0.000163; -0.000299; -0.000416;
24; 2016-03-02 10:25:44.356 BRT; -0.001275; -0.001499; -0.000152; -0.000290;
25; 2016-03-02 10:26:48.385 BRT; -0.002681; -0.002728; -0.000152; -0.000290;
26; 2016-03-02 10:27:52.537 BRT; 0.001082; 0.000843; -0.000784; -0.000922;
27; 2016-03-02 10:28:56.610 BRT; -0.000290; -0.000498; -0.000279; -0.000290;
