4;10;4;1
0.000785;-0.000724;0.000784;-0.001086;
0.000392;-0.000724;0.000261;-0.000604;
-0.001176;0.000846;-0.001175;0.000725;
-0.000916;0.000845;-0.000785;0.000966;
0.000524;0.000241;0.000393;0.000362;
-0.002225;0.000000;-0.002093;-0.000121;
0.000131;-0.001206;0.000000;-0.001327;
-0.000262;-0.000724;0.000000;-0.000483;
-0.001049;0.000967;-0.001180;0.000846;
0.000000;0.000483;-0.000131;0.000604;
-0.001838;0.001086;-0.001969;0.001086;
20160121-15:01:59.938 BRT;20160121-15:06:16.120 BRT;20160121-15:10:32.430 BRT;20160121-15:14:48.225 BRT;20160121-15:19:04.230 BRT;20160121-15:23:20.241 BRT;20160121-15:27:36.242 BRT;20160121-15:31:52.282 BRT;20160121-15:36:08.297 BRT;20160121-15:40:24.543 BRT;20160121-15:44:40.579 BRT;
