4;10;4;1
0.000396;-0.000960;0.000264;-0.000600;
-0.000528;0.001442;-0.000528;0.001321;
0.001321;-0.000720;0.001453;-0.000960;
-0.001979;-0.001080;-0.001451;-0.000960;
-0.001058;0.000481;-0.001717;0.000240;
0.001720;0.000000;0.001720;0.000240;
-0.000528;0.001321;0.000132;0.001201;
0.001718;-0.000480;0.001188;-0.000240;
0.001583;-0.001200;0.001583;-0.001320;
0.001581;0.000240;0.001844;0.000120;
0.000921;0.000000;0.000526;0.000240;
20160121-10:41:41.974 BRT;20160121-10:45:58.330 BRT;20160121-10:50:14.740 BRT;20160121-10:54:30.830 BRT;20160121-10:58:46.960 BRT;20160121-11:03:02.117 BRT;20160121-11:07:18.204 BRT;20160121-11:11:34.249 BRT;20160121-11:15:50.250 BRT;20160121-11:20:06.259 BRT;20160121-11:24:22.280 BRT;
