4;10;4;1
-0.001315;-0.000720;-0.001051;-0.000720;
0.000263;0.000120;0.000000;0.000120;
0.000658;-0.000240;0.000395;-0.000240;
-0.000658;0.002281;-0.000657;0.002281;
-0.001184;0.000719;-0.001184;0.000599;
0.004084;-0.000838;0.003952;-0.000718;
-0.001968;-0.000120;-0.001837;-0.000240;
-0.003550;0.000719;-0.003417;0.000839;
-0.001187;-0.001557;-0.000659;-0.001556;
0.000264;-0.001199;-0.000132;-0.001319;
0.000000;-0.000600;-0.000264;-0.000600;
20160121-12:15:34.478 BRT;20160121-12:19:50.536 BRT;20160121-12:24:06.582 BRT;20160121-12:28:22.592 BRT;20160121-12:32:38.603 BRT;20160121-12:36:54.632 BRT;20160121-12:41:10.641 BRT;20160121-12:45:26.666 BRT;20160121-12:49:42.731 BRT;20160121-12:53:58.745 BRT;20160121-12:58:14.862 BRT;
