4;10;4;1
-0.000525;0.000000;-0.000393;-0.000121;
-0.000262;0.000242;-0.000524;0.000362;
-0.000263;0.000241;0.000000;0.000362;
-0.000525;0.000604;-0.000525;0.000362;
0.000000;-0.000603;-0.000131;-0.000603;
-0.000263;0.000000;-0.000263;0.000121;
0.001182;0.000000;0.001050;0.000000;
-0.000656;0.000241;-0.000787;0.000362;
0.000131;0.000241;0.000525;0.000000;
0.000131;0.000603;-0.000131;0.000483;
-0.000788;-0.000241;-0.000787;-0.000241;
20160121-15:32:05.849 BRT;20160121-15:33:09.860 BRT;20160121-15:34:13.860 BRT;20160121-15:35:17.999 BRT;20160121-15:36:22.300 BRT;20160121-15:37:26.141 BRT;20160121-15:38:30.432 BRT;20160121-15:39:34.498 BRT;20160121-15:40:38.498 BRT;20160121-15:41:42.580 BRT;20160121-15:42:46.605 BRT;
