4;10;4;1
-0.000786;-0.000120;-0.000916;0.000000;
0.000393;-0.000601;0.000786;-0.000601;
-0.000131;0.000361;-0.000262;0.000241;
0.000000;0.000000;0.000000;0.000120;
0.000262;-0.000120;0.000262;-0.000120;
0.000524;-0.000241;0.000524;-0.000241;
-0.000524;0.000000;-0.000523;0.000000;
-0.000524;0.000241;-0.000524;0.000120;
0.000786;-0.000241;0.000786;-0.000241;
0.001179;-0.000842;0.001178;-0.000842;
-0.000654;-0.000241;-0.000784;-0.000241;
20160121-14:09:54.977 BRT;20160121-14:10:59.300 BRT;20160121-14:12:03.164 BRT;20160121-14:13:07.230 BRT;20160121-14:14:11.237 BRT;20160121-14:15:15.244 BRT;20160121-14:16:19.314 BRT;20160121-14:17:23.319 BRT;20160121-14:18:27.382 BRT;20160121-14:19:31.383 BRT;20160121-14:20:35.393 BRT;
