4;10;4;1
-0.001178;-0.000120;-0.000916;0.000120;
-0.000131;0.000000;-0.000131;0.000000;
0.000393;-0.000120;0.000131;-0.000241;
-0.000393;0.000000;-0.000262;0.000000;
0.002097;-0.000844;0.001572;-0.000723;
0.000785;-0.000121;0.001308;-0.000121;
-0.000784;-0.000241;-0.000784;-0.000121;
0.000000;-0.000603;0.000261;-0.000724;
-0.000654;-0.000121;-0.000392;0.000000;
0.000785;-0.000241;0.000392;-0.000362;
0.000523;0.000121;0.000653;0.000000;
20160121-14:51:32.557 BRT;20160121-14:52:36.646 BRT;20160121-14:53:40.722 BRT;20160121-14:54:44.723 BRT;20160121-14:55:48.753 BRT;20160121-14:56:52.778 BRT;20160121-14:57:56.815 BRT;20160121-14:59:00.844 BRT;20160121-15:00:04.849 BRT;20160121-15:01:08.906 BRT;20160121-15:02:12.928 BRT;
