4;10;4;1
0.000528;0.000000;0.000528;-0.000120;
-0.000132;0.000601;-0.000396;0.000240;
0.000660;0.000120;0.000792;0.000360;
-0.001583;0.000720;-0.001451;0.000840;
-0.000925;0.000480;-0.001057;0.000120;
0.000793;-0.000600;0.000793;-0.000360;
0.001321;-0.000480;0.001189;-0.000600;
0.000264;-0.000120;0.000396;-0.000120;
-0.000264;-0.000480;-0.000132;-0.000240;
-0.000924;0.000120;-0.000660;0.000000;
0.000000;-0.000240;0.000000;-0.000120;
20160121-10:42:51.580 BRT;20160121-10:43:55.830 BRT;20160121-10:44:59.212 BRT;20160121-10:46:03.214 BRT;20160121-10:47:07.214 BRT;20160121-10:48:11.278 BRT;20160121-10:49:15.285 BRT;20160121-10:50:19.309 BRT;20160121-10:51:23.390 BRT;20160121-10:52:27.391 BRT;20160121-10:53:31.395 BRT;
