4;10;4;1
0.000000;0.000000;0.000661;0.007353;
0.000000;0.000000;0.001983;0.004866;
0.034341;0.000000;0.004354;0.010169;
-0.003187;-0.034807;-0.012743;-0.002876;
0.001732;0.001322;0.001331;0.001202;
0.000266;-0.001200;0.000000;-0.000960;
0.000133;0.000601;0.000664;0.000240;
0.000133;0.000721;0.000133;0.000721;
0.001063;0.000000;0.000929;0.000240;
-0.001461;-0.000360;-0.000531;-0.000240;
0.000133;-0.000720;-0.000398;-0.000720;
20160121-08:58:13.832 BRT;20160121-08:59:17.975 BRT;20160121-09:00:21.994 BRT;20160121-09:01:25.998 BRT;20160121-09:02:30.980 BRT;20160121-09:03:34.990 BRT;20160121-09:04:38.125 BRT;20160121-09:05:42.131 BRT;20160121-09:06:46.177 BRT;20160121-09:07:50.198 BRT;20160121-09:08:54.212 BRT;
