4;10;4;1
0.000526;-0.000720;0.000788;-0.000600;
0.000131;0.000721;0.000000;0.000481;
-0.000131;-0.000480;-0.000394;-0.000240;
-0.001838;0.000360;-0.001444;0.000360;
0.000263;-0.000120;0.000131;0.000120;
-0.000658;-0.000120;-0.000657;-0.000360;
0.000790;0.000000;0.000921;0.000000;
0.000526;0.000000;0.000394;-0.000120;
0.000131;-0.000240;0.000131;0.000000;
0.001051;0.000961;0.001182;0.000721;
-0.000788;-0.000240;-0.000918;-0.000120;
20160121-13:46:25.993 BRT;20160121-13:47:29.995 BRT;20160121-13:48:34.300 BRT;20160121-13:49:38.130 BRT;20160121-13:50:42.114 BRT;20160121-13:51:46.114 BRT;20160121-13:52:50.286 BRT;20160121-13:53:54.371 BRT;20160121-13:54:58.465 BRT;20160121-13:56:02.498 BRT;20160121-13:57:06.638 BRT;
