4;10;4;1
0.000263;0.000000;0.000263;0.000000;
0.000526;0.000480;0.000525;0.000240;
-0.000525;0.000960;-0.000657;0.000961;
-0.000394;-0.001199;-0.000526;-0.000960;
-0.002498;0.001201;-0.002235;0.001201;
0.000659;0.000600;0.000922;0.000480;
0.000659;-0.000120;0.000658;0.000000;
0.001711;-0.000839;0.001579;-0.000719;
0.000000;0.000120;0.000263;-0.000120;
0.000131;-0.000600;-0.000263;-0.000360;
0.000000;0.000000;0.000000;0.000000;
20160121-12:03:59.200 BRT;20160121-12:05:03.550 BRT;20160121-12:06:07.107 BRT;20160121-12:07:11.107 BRT;20160121-12:08:15.114 BRT;20160121-12:09:19.158 BRT;20160121-12:10:23.190 BRT;20160121-12:11:27.190 BRT;20160121-12:12:31.194 BRT;20160121-12:13:35.194 BRT;20160121-12:14:39.198 BRT;
