4;10;4;1
0.000659;-0.000120;0.000790;-0.000120;
0.000263;0.000240;0.000132;0.000000;
0.000395;0.000120;0.000263;0.000360;
0.000395;0.000601;0.000657;0.000240;
0.000657;-0.000240;0.000263;0.000000;
0.000526;-0.000720;0.000788;-0.000600;
0.000131;0.000721;0.000000;0.000481;
-0.000131;-0.000480;-0.000394;-0.000240;
-0.001838;0.000360;-0.001444;0.000360;
0.000263;-0.000120;0.000131;0.000120;
-0.000658;-0.000120;-0.000657;-0.000360;
20160121-13:41:05.895 BRT;20160121-13:42:09.952 BRT;20160121-13:43:13.965 BRT;20160121-13:44:17.977 BRT;20160121-13:45:21.977 BRT;20160121-13:46:25.993 BRT;20160121-13:47:29.995 BRT;20160121-13:48:34.300 BRT;20160121-13:49:38.130 BRT;20160121-13:50:42.114 BRT;20160121-13:51:46.114 BRT;
