4;10;4;1
-0.000659;0.000000;-0.000790;0.000000;
0.000264;-0.000600;0.000527;-0.000600;
0.000000;-0.000120;0.000263;0.000000;
0.000132;0.000841;-0.000132;0.000480;
0.001054;0.000840;0.000527;0.001080;
-0.001711;0.001439;-0.001053;0.001079;
-0.000791;-0.000599;-0.001186;-0.000359;
0.000132;0.000000;0.000396;0.000120;
0.000396;0.000120;0.000396;-0.000120;
0.000791;0.000240;0.000791;0.000359;
-0.000395;0.000599;-0.000527;0.000719;
20160121-16:46:49.543 BRT;20160121-16:47:53.548 BRT;20160121-16:48:57.582 BRT;20160121-16:50:01.783 BRT;20160121-16:51:05.823 BRT;20160121-16:52:09.823 BRT;20160121-16:53:13.890 BRT;20160121-16:54:17.969 BRT;20160121-16:55:22.160 BRT;20160121-16:56:26.270 BRT;20160121-16:57:30.280 BRT;
