4;10;4;1
0.000659;-0.000120;0.000658;0.000000;
0.001711;-0.000839;0.001579;-0.000719;
0.000000;0.000120;0.000263;-0.000120;
0.000131;-0.000600;-0.000263;-0.000360;
0.000000;0.000000;0.000000;0.000000;
-0.002102;0.000240;-0.001707;0.000240;
0.000922;-0.000120;0.000789;-0.000240;
0.000526;0.000000;0.000526;0.000000;
0.000000;-0.000120;-0.000394;-0.000240;
-0.000920;0.000000;-0.000394;0.000120;
-0.000132;0.000000;-0.000131;-0.000120;
20160121-12:10:23.190 BRT;20160121-12:11:27.190 BRT;20160121-12:12:31.194 BRT;20160121-12:13:35.194 BRT;20160121-12:14:39.198 BRT;20160121-12:15:43.235 BRT;20160121-12:16:47.278 BRT;20160121-12:17:51.376 BRT;20160121-12:18:55.625 BRT;20160121-12:19:59.698 BRT;20160121-12:21:03.724 BRT;
