4;10;4;1
-0.000132;0.000000;-0.000131;-0.000120;
0.001053;-0.000240;0.000526;-0.000240;
-0.000920;0.000240;-0.000394;0.000240;
0.000526;0.000240;0.000131;0.000000;
-0.000658;0.000120;-0.000526;0.000360;
-0.000526;0.000720;-0.000789;0.000960;
-0.000790;0.001079;-0.000263;0.001079;
0.001186;0.000000;0.000922;-0.000120;
-0.001053;-0.000240;-0.001052;-0.000359;
-0.000395;0.000120;-0.000527;0.000240;
-0.000132;0.000599;0.000000;0.000599;
20160121-12:21:03.724 BRT;20160121-12:22:07.738 BRT;20160121-12:23:11.753 BRT;20160121-12:24:15.890 BRT;20160121-12:25:19.899 BRT;20160121-12:26:23.930 BRT;20160121-12:27:27.993 BRT;20160121-12:28:32.120 BRT;20160121-12:29:36.300 BRT;20160121-12:30:40.860 BRT;20160121-12:31:44.110 BRT;
