4;10;4;1
0.001197;0.000240;0.000798;0.000240;
0.000399;-0.000120;0.000398;-0.000240;
-0.000930;0.000721;-0.000266;0.000841;
-0.000266;0.000480;-0.000531;0.000600;
0.000532;0.000840;0.000531;0.000600;
0.000399;0.000959;0.000133;0.001079;
0.000000;0.000719;-0.000133;0.000719;
0.000133;0.000958;0.000398;0.000958;
0.000000;-0.000718;-0.000133;-0.000598;
0.000000;0.000000;0.000000;-0.000120;
0.001461;0.000000;0.000797;-0.000120;
20160121-09:32:23.416 BRT;20160121-09:33:27.642 BRT;20160121-09:34:31.658 BRT;20160121-09:35:35.668 BRT;20160121-09:36:39.708 BRT;20160121-09:37:43.753 BRT;20160121-09:38:47.793 BRT;20160121-09:39:51.821 BRT;20160121-09:40:55.851 BRT;20160121-09:41:59.901 BRT;20160121-09:43:04.850 BRT;
