4;10;4;1
0.000000;0.000121;-0.000262;0.000121;
0.000394;-0.000241;0.001181;-0.000361;
0.000263;-0.000482;0.000000;-0.000482;
0.000131;0.000362;0.000393;0.000482;
0.000131;-0.000121;-0.000524;-0.000121;
0.000394;-0.000121;0.000131;0.000000;
-0.001443;0.001326;-0.001180;0.000964;
-0.000131;-0.000120;-0.000263;0.000241;
0.000919;0.000361;0.000919;0.000241;
0.000919;0.000000;0.001181;-0.000120;
-0.000918;-0.000482;-0.000786;-0.000602;
20160121-11:36:14.820 BRT;20160121-11:37:18.100 BRT;20160121-11:38:22.129 BRT;20160121-11:39:26.140 BRT;20160121-11:40:30.155 BRT;20160121-11:41:34.156 BRT;20160121-11:42:38.253 BRT;20160121-11:43:42.284 BRT;20160121-11:44:46.305 BRT;20160121-11:45:50.317 BRT;20160121-11:46:54.381 BRT;
