4;10;4;1
-0.001461;-0.000360;-0.000531;-0.000240;
0.000133;-0.000720;-0.000398;-0.000720;
-0.000133;-0.001081;-0.000664;-0.001081;
-0.000133;0.000842;-0.000266;0.000601;
0.000000;0.000361;-0.000532;0.000361;
-0.000931;0.000841;0.000000;0.000481;
-0.000133;-0.000600;-0.000266;-0.000240;
0.000133;-0.000480;0.000266;-0.000360;
0.000532;-0.000601;0.000532;-0.000481;
-0.000399;0.000120;-0.000133;-0.000240;
0.000399;-0.000721;-0.000266;-0.000481;
20160121-09:07:50.198 BRT;20160121-09:08:54.212 BRT;20160121-09:09:58.232 BRT;20160121-09:11:02.315 BRT;20160121-09:12:06.376 BRT;20160121-09:13:10.413 BRT;20160121-09:14:14.526 BRT;20160121-09:15:18.983 BRT;20160121-09:16:23.130 BRT;20160121-09:17:27.730 BRT;20160121-09:18:31.740 BRT;
