4;10;4;1
0.001732;0.001322;0.001331;0.001202;
0.000266;-0.001200;0.000000;-0.000960;
0.000133;0.000601;0.000664;0.000240;
0.000133;0.000721;0.000133;0.000721;
0.001063;0.000000;0.000929;0.000240;
-0.001461;-0.000360;-0.000531;-0.000240;
0.000133;-0.000720;-0.000398;-0.000720;
-0.000133;-0.001081;-0.000664;-0.001081;
-0.000133;0.000842;-0.000266;0.000601;
0.000000;0.000361;-0.000532;0.000361;
-0.000931;0.000841;0.000000;0.000481;
20160121-09:02:30.980 BRT;20160121-09:03:34.990 BRT;20160121-09:04:38.125 BRT;20160121-09:05:42.131 BRT;20160121-09:06:46.177 BRT;20160121-09:07:50.198 BRT;20160121-09:08:54.212 BRT;20160121-09:09:58.232 BRT;20160121-09:11:02.315 BRT;20160121-09:12:06.376 BRT;20160121-09:13:10.413 BRT;
