4;10;4;1
0.000132;0.000000;0.000396;0.000120;
0.000396;0.000120;0.000396;-0.000120;
0.000791;0.000240;0.000791;0.000359;
-0.000395;0.000599;-0.000527;0.000719;
0.000659;-0.000239;0.000791;-0.000239;
-0.000132;0.000000;-0.000132;-0.000120;
0.001713;-0.000599;0.001844;-0.000479;
0.000132;0.000000;0.000000;0.000000;
-0.000789;-0.000120;-0.000789;0.000000;
0.000395;0.000240;0.000395;0.000000;
0.000658;-0.000120;0.000658;-0.000120;
20160121-16:54:17.969 BRT;20160121-16:55:22.160 BRT;20160121-16:56:26.270 BRT;20160121-16:57:30.280 BRT;20160121-16:58:34.390 BRT;20160121-16:59:38.710 BRT;20160121-17:00:42.840 BRT;20160121-17:01:46.190 BRT;20160121-17:02:50.191 BRT;20160121-17:03:54.191 BRT;20160121-17:04:58.215 BRT;
