4;10;4;1
-0.000131;-0.000603;-0.000262;-0.000723;
0.000000;-0.000483;-0.000131;-0.000483;
-0.000393;-0.000483;-0.000393;-0.000362;
0.001180;0.000121;0.001180;-0.000121;
-0.000131;0.000000;0.000000;0.000242;
-0.000917;-0.000121;-0.000917;-0.000121;
-0.000525;0.000000;-0.000393;-0.000121;
-0.000262;0.000242;-0.000524;0.000362;
-0.000263;0.000241;0.000000;0.000362;
-0.000525;0.000604;-0.000525;0.000362;
0.000000;-0.000603;-0.000131;-0.000603;
20160121-15:25:41.534 BRT;20160121-15:26:45.538 BRT;20160121-15:27:49.575 BRT;20160121-15:28:53.604 BRT;20160121-15:29:57.763 BRT;20160121-15:31:01.816 BRT;20160121-15:32:05.849 BRT;20160121-15:33:09.860 BRT;20160121-15:34:13.860 BRT;20160121-15:35:17.999 BRT;20160121-15:36:22.300 BRT;
