4;10;4;1
-0.000132;0.000598;-0.000264;0.000479;
0.000396;-0.000718;0.000528;-0.000478;
-0.000264;0.000000;-0.000132;0.000000;
0.000923;0.000359;0.000659;0.000120;
0.000264;-0.000479;0.000395;-0.000359;
0.000000;-0.000479;-0.000132;-0.000479;
0.000659;-0.000120;0.001054;-0.000120;
-0.000395;-0.000479;-0.000526;-0.000599;
-0.000527;-0.000719;-0.000658;-0.000479;
-0.001318;-0.000120;-0.001186;-0.000120;
0.000792;0.000240;0.000660;0.000120;
20160121-17:14:35.399 BRT;20160121-17:15:39.399 BRT;20160121-17:16:43.524 BRT;20160121-17:17:47.600 BRT;20160121-17:18:51.603 BRT;20160121-17:19:55.788 BRT;20160121-17:20:59.833 BRT;20160121-17:22:03.837 BRT;20160121-17:23:07.858 BRT;20160121-17:24:11.881 BRT;20160121-17:25:15.914 BRT;
