4;10;4;1
0.000262;0.000000;0.000262;0.000361;
-0.000131;-0.000120;-0.000131;-0.000120;
0.000524;-0.000361;0.000393;-0.000602;
0.000393;0.000000;0.000393;0.000000;
0.000786;-0.000482;0.000655;-0.000482;
-0.001178;-0.000120;-0.000916;0.000120;
-0.000131;0.000000;-0.000131;0.000000;
0.000393;-0.000120;0.000131;-0.000241;
-0.000393;0.000000;-0.000262;0.000000;
0.002097;-0.000844;0.001572;-0.000723;
0.000785;-0.000121;0.001308;-0.000121;
20160121-14:46:12.470 BRT;20160121-14:47:16.290 BRT;20160121-14:48:20.434 BRT;20160121-14:49:24.439 BRT;20160121-14:50:28.505 BRT;20160121-14:51:32.557 BRT;20160121-14:52:36.646 BRT;20160121-14:53:40.722 BRT;20160121-14:54:44.723 BRT;20160121-14:55:48.753 BRT;20160121-14:56:52.778 BRT;
