4;10;4;1
0.000131;0.000964;-0.000131;0.000603;
0.000131;0.000482;0.000000;0.000482;
-0.000262;0.000361;-0.000393;0.000602;
-0.000656;0.001083;-0.000656;0.000963;
-0.000263;-0.000361;-0.000394;-0.000240;
-0.000919;0.000481;-0.000788;0.000481;
-0.000920;0.000721;-0.000920;0.000721;
0.001053;0.000721;0.001052;0.000721;
0.001183;-0.000240;0.001314;-0.000360;
-0.000263;0.000240;-0.000394;0.000240;
-0.000919;-0.000840;-0.000919;-0.000720;
20160121-11:52:14.692 BRT;20160121-11:53:18.787 BRT;20160121-11:54:22.815 BRT;20160121-11:55:26.850 BRT;20160121-11:56:30.857 BRT;20160121-11:57:34.860 BRT;20160121-11:58:38.867 BRT;20160121-11:59:42.868 BRT;20160121-12:00:46.894 BRT;20160121-12:01:50.924 BRT;20160121-12:02:54.984 BRT;
