4;10;4;1
0.000000;-0.000480;-0.000131;-0.000240;
-0.000131;-0.000120;-0.000394;-0.000360;
0.000131;-0.000120;0.000000;0.000000;
-0.000920;0.000000;-0.000526;0.000120;
0.000132;-0.000360;0.000131;-0.000721;
-0.000526;0.000120;-0.000394;0.000000;
-0.000921;0.000000;-0.000789;0.000000;
0.000659;-0.000962;0.000395;-0.000601;
0.000658;-0.000602;0.001053;-0.000481;
0.001973;-0.000963;0.001446;-0.001204;
-0.000394;-0.000241;0.000131;-0.000120;
20160121-11:24:29.470 BRT;20160121-11:25:33.580 BRT;20160121-11:26:37.960 BRT;20160121-11:27:41.723 BRT;20160121-11:28:45.729 BRT;20160121-11:29:49.810 BRT;20160121-11:30:53.872 BRT;20160121-11:31:57.873 BRT;20160121-11:33:01.884 BRT;20160121-11:34:05.929 BRT;20160121-11:35:10.560 BRT;
