4;10;4;1
-0.002102;0.000240;-0.001707;0.000240;
0.000922;-0.000120;0.000789;-0.000240;
0.000526;0.000000;0.000526;0.000000;
0.000000;-0.000120;-0.000394;-0.000240;
-0.000920;0.000000;-0.000394;0.000120;
-0.000132;0.000000;-0.000131;-0.000120;
0.001053;-0.000240;0.000526;-0.000240;
-0.000920;0.000240;-0.000394;0.000240;
0.000526;0.000240;0.000131;0.000000;
-0.000658;0.000120;-0.000526;0.000360;
-0.000526;0.000720;-0.000789;0.000960;
20160121-12:15:43.235 BRT;20160121-12:16:47.278 BRT;20160121-12:17:51.376 BRT;20160121-12:18:55.625 BRT;20160121-12:19:59.698 BRT;20160121-12:21:03.724 BRT;20160121-12:22:07.738 BRT;20160121-12:23:11.753 BRT;20160121-12:24:15.890 BRT;20160121-12:25:19.899 BRT;20160121-12:26:23.930 BRT;
