4;10;4;1
-0.000526;0.000841;-0.000526;0.000961;
0.000000;0.000240;0.000263;0.000240;
0.000789;-0.000240;0.000920;-0.000360;
-0.000789;0.000480;-0.001314;0.000360;
0.000526;0.000000;0.000789;0.000120;
0.000789;-0.000120;0.000394;-0.000120;
-0.001182;-0.000240;-0.000788;-0.000120;
-0.001447;-0.000480;-0.001052;-0.000600;
-0.000790;-0.000240;-0.000658;-0.000240;
0.001187;-0.000360;0.000922;-0.000240;
0.000658;0.000000;0.000526;-0.000120;
20160121-13:24:01.134 BRT;20160121-13:25:05.147 BRT;20160121-13:26:09.166 BRT;20160121-13:27:13.167 BRT;20160121-13:28:17.196 BRT;20160121-13:29:21.322 BRT;20160121-13:30:25.424 BRT;20160121-13:31:29.442 BRT;20160121-13:32:33.448 BRT;20160121-13:33:37.494 BRT;20160121-13:34:41.501 BRT;
