4;10;4;1
0.001189;0.000000;0.000924;-0.000120;
-0.000924;-0.000719;-0.000660;-0.000360;
0.000528;0.000000;0.000528;0.000000;
0.000000;0.000120;-0.000396;-0.000120;
-0.001320;-0.001079;-0.001188;-0.000839;
0.000793;-0.000240;0.000925;-0.000120;
0.000661;-0.000240;0.000792;-0.000360;
0.000792;-0.000360;0.000396;-0.000360;
0.000396;-0.000480;0.000264;-0.000480;
-0.000132;0.000000;0.000000;-0.000120;
-0.001319;0.000361;-0.001319;0.000240;
20160121-12:47:44.310 BRT;20160121-12:48:48.313 BRT;20160121-12:49:52.388 BRT;20160121-12:50:56.397 BRT;20160121-12:52:00.397 BRT;20160121-12:53:04.397 BRT;20160121-12:54:08.400 BRT;20160121-12:55:12.448 BRT;20160121-12:56:16.451 BRT;20160121-12:57:20.550 BRT;20160121-12:58:24.584 BRT;
