4;10;4;1
-0.000658;-0.000120;-0.000657;-0.000360;
0.000790;0.000000;0.000921;0.000000;
0.000526;0.000000;0.000394;-0.000120;
0.000131;-0.000240;0.000131;0.000000;
0.001051;0.000961;0.001182;0.000721;
-0.000788;-0.000240;-0.000918;-0.000120;
0.000131;-0.000120;0.000131;0.000000;
0.000394;0.001321;0.000394;0.001320;
-0.001182;0.000480;-0.001050;0.000360;
-0.000920;0.000240;-0.000920;0.000120;
0.002237;-0.000599;0.002104;-0.000479;
20160121-13:51:46.114 BRT;20160121-13:52:50.286 BRT;20160121-13:53:54.371 BRT;20160121-13:54:58.465 BRT;20160121-13:56:02.498 BRT;20160121-13:57:06.638 BRT;20160121-13:58:10.664 BRT;20160121-13:59:14.664 BRT;20160121-14:00:18.672 BRT;20160121-14:01:22.698 BRT;20160121-14:02:26.775 BRT;
