4;10;4;1
-0.000530;-0.000120;-0.000529;-0.000360;
-0.000927;-0.000480;0.000000;-0.000360;
0.000000;-0.000120;-0.000132;0.000000;
-0.001061;0.000721;-0.001854;0.000360;
0.000796;0.000000;0.000796;0.000120;
0.000265;0.000120;0.000265;0.000000;
0.001326;0.000120;0.001458;0.000480;
-0.000662;0.000360;-0.000662;0.000600;
0.000795;0.000360;0.000662;-0.000120;
0.000927;0.000360;0.000926;0.000240;
-0.000661;-0.001079;-0.000529;-0.000720;
20160121-10:12:57.966 BRT;20160121-10:14:02.600 BRT;20160121-10:15:06.740 BRT;20160121-10:16:10.770 BRT;20160121-10:17:14.119 BRT;20160121-10:18:18.174 BRT;20160121-10:19:22.180 BRT;20160121-10:20:26.205 BRT;20160121-10:21:30.223 BRT;20160121-10:22:34.248 BRT;20160121-10:23:38.284 BRT;
