NEURON;SYNAPSE;GAUSS_RAD;LOG_FACTOR;VOTE_PARAM;HIT
5x3;64;5;6;2.5;0.9627906977
5x3;64;5;6;3;0.9581395349
5x3;64;5;8;2;0.9418604651
5x3;64;5;8;2.5;0.9418604651
5x3;64;5;8;3;0.9534883721
5x3;64;5;10;2;0.9441860465
5x3;64;5;10;2.5;0.9372093023
5x3;64;5;10;3;0.9372093023
5x3;64;7;2;2;0.976744186
5x3;64;7;2;2.5;0.9627906977
5x3;64;7;2;3;0.9697674419
5x3;64;7;4;2;0.9651162791
5x3;64;7;4;2.5;0.9581395349
5x3;64;7;4;3;0.9674418605
5x3;64;7;6;2;0.9651162791
5x3;64;7;6;2.5;0.9720930233
5x3;64;7;6;3;0.9697674419
5x3;64;7;8;2;0.9651162791
5x3;64;7;8;2.5;0.976744186
5x3;64;7;8;3;0.9744186047
5x3;64;7;10;2;0.9627906977
5x3;64;7;10;2.5;0.9581395349
5x3;64;7;10;3;0.9651162791
5x3;64;9;2;2;0.9604651163
5x3;64;9;2;2.5;0.9651162791
5x3;64;9;2;3;0.9651162791
5x3;64;9;4;2;0.9627906977
5x3;64;9;4;2.5;0.9581395349
5x3;64;9;4;3;0.9581395349
5x3;64;9;6;2;0.9651162791
5x3;64;9;6;2.5;0.9627906977
5x3;64;9;6;3;0.9674418605
5x3;64;9;8;2;0.9604651163
5x3;64;9;8;2.5;0.9697674419
5x3;64;9;8;3;0.9604651163
5x3;64;9;10;2;0.9674418605
5x3;64;9;10;2.5;0.9604651163
5x3;64;9;10;3;0.9604651163
5x3;128;1;2;2;0.723255814
5x3;128;1;2;2.5;0.6976744186
5x3;128;1;2;3;0.7139534884
5x3;128;1;4;2;0.688372093
5x3;128;1;4;2.5;0.7069767442
5x3;128;1;4;3;0.7023255814
5x3;128;1;6;2;0.723255814
5x3;128;1;6;2.5;0.7046511628
5x3;128;1;6;3;0.6860465116
5x3;128;1;8;2;0.6860465116
5x3;128;1;8;2.5;0.7186046512
5x3;128;1;8;3;0.6860465116
5x3;128;1;10;2;0.6837209302
5x3;128;1;10;2.5;0.6813953488
5x3;128;1;10;3;0.6860465116
5x3;128;3;2;2;0.9302325581
5x3;128;3;2;2.5;0.9279069767
5x3;128;3;2;3;0.9395348837
5x3;128;3;4;2;0.9302325581
5x3;128;3;4;2.5;0.9348837209
5x3;128;3;4;3;0.9279069767
5x3;128;3;6;2;0.911627907
5x3;128;3;6;2.5;0.9093023256
5x3;128;3;6;3;0.9279069767
5x3;128;3;8;2;0.923255814
5x3;128;3;8;2.5;0.8953488372
5x3;128;3;8;3;0.9093023256
5x3;128;3;10;2;0.8813953488
5x3;128;3;10;2.5;0.8906976744
5x3;128;3;10;3;0.8837209302
5x3;128;5;2;2;0.9697674419
5x3;128;5;2;2.5;0.9813953488
5x3;128;5;2;3;0.976744186
5x3;128;5;4;2;0.9674418605
5x3;128;5;4;2.5;0.9720930233
5x3;128;5;4;3;0.9697674419
5x3;128;5;6;2;0.9627906977
5x3;128;5;6;2.5;0.9627906977
5x3;128;5;6;3;0.9674418605
5x3;128;5;8;2;0.9511627907
5x3;128;5;8;2.5;0.9581395349
5x3;128;5;8;3;0.9604651163
5x3;128;5;10;2;0.9465116279
5x3;128;5;10;2.5;0.9558139535
5x3;128;5;10;3;0.9534883721
5x3;128;7;2;2;0.9860465116
5x3;128;7;2;2.5;0.9813953488
5x3;128;7;2;3;0.9860465116
5x3;128;7;4;2;0.9837209302
5x3;128;7;4;2.5;0.9720930233
5x3;128;7;4;3;0.9651162791
5x3;128;7;6;2;0.9720930233
5x3;128;7;6;2.5;0.9627906977
5x3;128;7;6;3;0.9720930233
5x3;128;7;8;2;0.9651162791
5x3;128;7;8;2.5;0.9744186047
5x3;128;7;8;3;0.9697674419
5x3;128;7;10;2;0.9674418605
5x3;128;7;10;2.5;0.9720930233
5x3;128;7;10;3;0.9651162791
5x3;128;9;2;2;0.9744186047
5x3;128;9;2;2.5;0.9790697674
5x3;128;9;2;3;0.9790697674
5x3;128;9;4;2;0.9674418605
5x3;128;9;4;2.5;0.9674418605
5x3;128;9;4;3;0.9651162791
5x3;128;9;6;2;0.9720930233
5x3;128;9;6;2.5;0.976744186
5x3;128;9;6;3;0.9674418605
5x3;128;9;8;2;0.976744186
5x3;128;9;8;2.5;0.9790697674
5x3;128;9;8;3;0.9744186047
5x3;128;9;10;2;0.976744186
5x3;128;9;10;2.5;0.9744186047
5x3;128;9;10;3;0.976744186
5x3;256;1;2;2;0.7046511628
5x3;256;1;2;2.5;0.6976744186
5x3;256;1;2;3;0.7
5x3;256;1;4;2;0.7046511628
5x3;256;1;4;2.5;0.7069767442
5x3;256;1;4;3;0.6930232558
5x3;256;1;6;2;0.7069767442
5x3;256;1;6;2.5;0.7186046512
5x3;256;1;6;3;0.6906976744
5x3;256;1;8;2;0.7046511628
5x3;256;1;8;2.5;0.6906976744
5x3;256;1;8;3;0.7465116279
5x3;256;1;10;2;0.6976744186
5x3;256;1;10;2.5;0.7093023256
5x3;256;1;10;3;0.7023255814
5x3;256;3;2;2;0.9325581395
5x3;256;3;2;2.5;0.9325581395
5x3;256;3;2;3;0.9325581395
5x3;256;3;4;2;0.911627907
5x3;256;3;4;2.5;0.9162790698
5x3;256;3;4;3;0.9139534884
5x3;256;3;6;2;0.9046511628
5x3;256;3;6;2.5;0.9023255814
5x3;256;3;6;3;0.8976744186
5x3;256;3;8;2;0.9046511628
5x3;256;3;8;2.5;0.9046511628
5x3;256;3;8;3;0.9046511628
5x3;256;3;10;2;0.8976744186
5x3;256;3;10;2.5;0.888372093
5x3;256;3;10;3;0.8837209302
5x3;256;5;2;2;0.9790697674
5x3;256;5;2;2.5;0.9720930233
5x3;256;5;2;3;0.9837209302
5x3;256;5;4;2;0.9720930233
5x3;256;5;4;2.5;0.9651162791
5x3;256;5;4;3;0.9697674419
5x3;256;5;6;2;0.9697674419
5x3;256;5;6;2.5;0.9604651163
5x3;256;5;6;3;0.9744186047
5x3;256;5;8;2;0.9627906977
5x3;256;5;8;2.5;0.9604651163
5x3;256;5;8;3;0.9511627907
5x3;256;5;10;2;0.9488372093
5x3;256;5;10;2.5;0.9418604651
5x3;256;5;10;3;0.9465116279
5x3;256;7;2;2;0.9860465116
5x3;256;7;2;2.5;0.976744186
5x3;256;7;2;3;0.976744186
5x3;256;7;4;2;0.9837209302
5x3;256;7;4;2.5;0.976744186
5x3;256;7;4;3;0.9860465116
5x3;256;7;6;2;0.9813953488
5x3;256;7;6;2.5;0.9790697674
5x3;256;7;6;3;0.9837209302
5x3;256;7;8;2;0.976744186
5x3;256;7;8;2.5;0.9651162791
5x3;256;7;8;3;0.9744186047
5x3;256;7;10;2;0.9674418605
5x3;256;7;10;2.5;0.976744186
5x3;256;7;10;3;0.9744186047
5x3;256;9;2;2;0.9860465116
5x3;256;9;2;2.5;0.9860465116
5x3;256;9;2;3;0.988372093
5x3;256;9;4;2;0.9790697674
5x3;256;9;4;2.5;0.976744186
5x3;256;9;4;3;0.9744186047
5x3;256;9;6;2;0.9837209302
5x3;256;9;6;2.5;0.9813953488
5x3;256;9;6;3;0.9790697674
5x3;256;9;8;2;0.9697674419
5x3;256;9;8;2.5;0.976744186
5x3;256;9;8;3;0.9674418605
5x3;256;9;10;2;0.9674418605
5x3;256;9;10;2.5;0.9744186047
5x3;256;9;10;3;0.9744186047
9x5;8;1;2;2;0.4534883721
9x5;8;1;2;2.5;0.4860465116
9x5;8;1;2;3;0.4558139535
9x5;8;1;4;2;0.5
9x5;8;1;4;2.5;0.476744186
9x5;8;1;4;3;0.4465116279
9x5;8;1;6;2;0.4441860465
9x5;8;1;6;2.5;0.4813953488
9x5;8;1;6;3;0.4372093023
9x5;8;1;8;2;0.4558139535
9x5;8;1;8;2.5;0.4465116279
9x5;8;1;8;3;0.4627906977
9x5;8;1;10;2;0.4720930233
9x5;8;1;10;2.5;0.4255813953
9x5;8;1;10;3;0.4720930233
9x5;8;3;2;2;0.676744186
9x5;8;3;2;2.5;0.6953488372
9x5;8;3;2;3;0.6744186047
9x5;8;3;4;2;0.711627907
9x5;8;3;4;2.5;0.7023255814
9x5;8;3;4;3;0.6697674419
9x5;8;3;6;2;0.7023255814
9x5;8;3;6;2.5;0.6813953488
9x5;8;3;6;3;0.6697674419
9x5;8;3;8;2;0.7069767442
9x5;8;3;8;2.5;0.6813953488
9x5;8;3;8;3;0.6930232558
9x5;8;3;10;2;0.688372093
9x5;8;3;10;2.5;0.6720930233
9x5;8;3;10;3;0.7046511628
9x5;8;5;2;2;0.7279069767
9x5;8;5;2;2.5;0.7511627907
9x5;8;5;2;3;0.7279069767
9x5;8;5;4;2;0.7627906977
9x5;8;5;4;2.5;0.7697674419
9x5;8;5;4;3;0.7953488372
9x5;8;5;6;2;0.7558139535
9x5;8;5;6;2.5;0.8069767442
9x5;8;5;6;3;0.7860465116
9x5;8;5;8;2;0.7860465116
9x5;8;5;8;2.5;0.788372093
9x5;8;5;8;3;0.8209302326
9x5;8;5;10;2;0.7720930233
9x5;8;5;10;2.5;0.7906976744
9x5;8;5;10;3;0.8046511628
9x5;8;7;2;2;0.7720930233
9x5;8;7;2;2.5;0.7441860465
9x5;8;7;2;3;0.7744186047
9x5;8;7;4;2;0.788372093
9x5;8;7;4;2.5;0.7930232558
9x5;8;7;4;3;0.7976744186
9x5;8;7;6;2;0.7744186047
9x5;8;7;6;2.5;0.7930232558
9x5;8;7;6;3;0.7906976744
9x5;8;7;8;2;0.8325581395
9x5;8;7;8;2.5;0.8139534884
9x5;8;7;8;3;0.8046511628
9x5;8;7;10;2;0.8162790698
9x5;8;7;10;2.5;0.7837209302
9x5;8;7;10;3;0.823255814
9x5;8;9;2;2;0.7488372093
9x5;8;9;2;2.5;0.7279069767
9x5;8;9;2;3;0.7651162791
9x5;8;9;4;2;0.7744186047
9x5;8;9;4;2.5;0.7511627907
9x5;8;9;4;3;0.7674418605
9x5;8;9;6;2;0.7651162791
9x5;8;9;6;2.5;0.7534883721
9x5;8;9;6;3;0.7744186047
9x5;8;9;8;2;0.776744186
9x5;8;9;8;2.5;0.7697674419
9x5;8;9;8;3;0.8023255814
9x5;8;9;10;2;0.7697674419
9x5;8;9;10;2.5;0.7906976744
9x5;8;9;10;3;0.7627906977
9x5;16;1;2;2;0.6604651163
9x5;16;1;2;2.5;0.6465116279
9x5;16;1;2;3;0.6372093023
9x5;16;1;4;2;0.6674418605
9x5;16;1;4;2.5;0.6604651163
9x5;16;1;4;3;0.6465116279
9x5;16;1;6;2;0.6581395349
9x5;16;1;6;2.5;0.6534883721
9x5;16;1;6;3;0.6046511628
9x5;16;1;8;2;0.6465116279
9x5;16;1;8;2.5;0.6511627907
9x5;16;1;8;3;0.6558139535
9x5;16;1;10;2;0.6372093023
9x5;16;1;10;2.5;0.623255814
9x5;16;1;10;3;0.6674418605
9x5;16;3;2;2;0.8604651163
9x5;16;3;2;2.5;0.876744186
9x5;16;3;2;3;0.8697674419
9x5;16;3;4;2;0.888372093
9x5;16;3;4;2.5;0.888372093
9x5;16;3;4;3;0.8860465116
9x5;16;3;6;2;0.8720930233
9x5;16;3;6;2.5;0.8697674419
9x5;16;3;6;3;0.8720930233
9x5;16;3;8;2;0.9
9x5;16;3;8;2.5;0.8627906977
9x5;16;3;8;3;0.876744186
9x5;16;3;10;2;0.8837209302
9x5;16;3;10;2.5;0.8627906977
9x5;16;3;10;3;0.8604651163
9x5;16;5;2;2;0.9418604651
9x5;16;5;2;2.5;0.9511627907
9x5;16;5;2;3;0.9488372093
9x5;16;5;4;2;0.9395348837
9x5;16;5;4;2.5;0.9418604651
9x5;16;5;4;3;0.923255814
9x5;16;5;6;2;0.9372093023
9x5;16;5;6;2.5;0.9348837209
9x5;16;5;6;3;0.9395348837
9x5;16;5;8;2;0.923255814
9x5;16;5;8;2.5;0.923255814
9x5;16;5;8;3;0.923255814
9x5;16;5;10;2;0.9279069767
9x5;16;5;10;2.5;0.9279069767
9x5;16;5;10;3;0.9279069767
9x5;16;7;2;2;0.9604651163
9x5;16;7;2;2.5;0.9534883721
9x5;16;7;2;3;0.9534883721
9x5;16;7;4;2;0.9511627907
9x5;16;7;4;2.5;0.9534883721
9x5;16;7;4;3;0.9534883721
9x5;16;7;6;2;0.9488372093
9x5;16;7;6;2.5;0.9511627907
9x5;16;7;6;3;0.9441860465
9x5;16;7;8;2;0.9465116279
9x5;16;7;8;2.5;0.9511627907
9x5;16;7;8;3;0.9488372093
9x5;16;7;10;2;0.9441860465
9x5;16;7;10;2.5;0.9441860465
9x5;16;7;10;3;0.9465116279
9x5;16;9;2;2;0.9488372093
9x5;16;9;2;2.5;0.9372093023
9x5;16;9;2;3;0.9279069767
9x5;16;9;4;2;0.9325581395
9x5;16;9;4;2.5;0.9348837209
9x5;16;9;4;3;0.9325581395
9x5;16;9;6;2;0.9372093023
9x5;16;9;6;2.5;0.9348837209
9x5;16;9;6;3;0.9441860465
9x5;16;9;8;2;0.9465116279
9x5;16;9;8;2.5;0.9441860465
9x5;16;9;8;3;0.9348837209
9x5;16;9;10;2;0.9604651163
9x5;16;9;10;2.5;0.9534883721
9x5;16;9;10;3;0.9465116279
9x5;32;1;2;2;0.7720930233
9x5;32;1;2;2.5;0.7581395349
9x5;32;1;2;3;0.7558139535
9x5;32;1;4;2;0.7581395349
9x5;32;1;4;2.5;0.7372093023
9x5;32;1;4;3;0.7558139535
9x5;32;1;6;2;0.7465116279
9x5;32;1;6;2.5;0.7441860465
9x5;32;1;6;3;0.7674418605
9x5;32;1;8;2;0.7441860465
9x5;32;1;8;2.5;0.7744186047
9x5;32;1;8;3;0.7488372093
9x5;32;1;10;2;0.7325581395
9x5;32;1;10;2.5;0.7651162791
9x5;32;1;10;3;0.7325581395
9x5;32;3;2;2;0.9302325581
9x5;32;3;2;2.5;0.9279069767
9x5;32;3;2;3;0.9186046512
9x5;32;3;4;2;0.9325581395
9x5;32;3;4;2.5;0.923255814
9x5;32;3;4;3;0.9302325581
9x5;32;3;6;2;0.9093023256
9x5;32;3;6;2.5;0.9046511628
9x5;32;3;6;3;0.9069767442
9x5;32;3;8;2;0.9093023256
9x5;32;3;8;2.5;0.9
9x5;32;3;8;3;0.9255813953
9x5;32;3;10;2;0.9069767442
9x5;32;3;10;2.5;0.9069767442
9x5;32;3;10;3;0.8860465116
9x5;32;5;2;2;0.9511627907
9x5;32;5;2;2.5;0.9534883721
9x5;32;5;2;3;0.9604651163
9x5;32;5;4;2;0.9558139535
9x5;32;5;4;2.5;0.9534883721
9x5;32;5;4;3;0.9581395349
9x5;32;5;6;2;0.9534883721
9x5;32;5;6;2.5;0.9511627907
9x5;32;5;6;3;0.9674418605
9x5;32;5;8;2;0.9511627907
9x5;32;5;8;2.5;0.9558139535
9x5;32;5;8;3;0.9511627907
9x5;32;5;10;2;0.9488372093
9x5;32;5;10;2.5;0.9558139535
9x5;32;5;10;3;0.9558139535
9x5;32;7;2;2;0.9720930233
9x5;32;7;2;2.5;0.9790697674
9x5;32;7;2;3;0.9837209302
9x5;32;7;4;2;0.9860465116
9x5;32;7;4;2.5;0.9860465116
9x5;32;7;4;3;0.9813953488
9x5;32;7;6;2;0.9697674419
9x5;32;7;6;2.5;0.976744186
9x5;32;7;6;3;0.9744186047
9x5;32;7;8;2;0.9790697674
9x5;32;7;8;2.5;0.9651162791
9x5;32;7;8;3;0.9720930233
9x5;32;7;10;2;0.9720930233
9x5;32;7;10;2.5;0.9720930233
9x5;32;7;10;3;0.9720930233
9x5;32;9;2;2;0.9720930233
9x5;32;9;2;2.5;0.9651162791
9x5;32;9;2;3;0.9697674419
9x5;32;9;4;2;0.9720930233
9x5;32;9;4;2.5;0.9697674419
9x5;32;9;4;3;0.9697674419
9x5;32;9;6;2;0.9720930233
9x5;32;9;6;2.5;0.976744186
9x5;32;9;6;3;0.9744186047
9x5;32;9;8;2;0.976744186
9x5;32;9;8;2.5;0.9651162791
9x5;32;9;8;3;0.9627906977
9x5;32;9;10;2;0.9581395349
9x5;32;9;10;2.5;0.9744186047
9x5;32;9;10;3;0.9697674419
9x5;64;1;2;2;0.8
9x5;64;1;2;2.5;0.8255813953
9x5;64;1;2;3;0.8139534884
9x5;64;1;4;2;0.8046511628
9x5;64;1;4;2.5;0.823255814
9x5;64;1;4;3;0.8
9x5;64;1;6;2;0.811627907
9x5;64;1;6;2.5;0.8023255814
9x5;64;1;6;3;0.7860465116
9x5;64;1;8;2;0.8
9x5;64;1;8;2.5;0.8046511628
9x5;64;1;8;3;0.7674418605
9x5;64;1;10;2;0.7720930233
9x5;64;1;10;2.5;0.7930232558
9x5;64;1;10;3;0.7906976744
9x5;64;3;2;2;0.9534883721
9x5;64;3;2;2.5;0.9325581395
9x5;64;3;2;3;0.9465116279
9x5;64;3;4;2;0.9209302326
9x5;64;3;4;2.5;0.9279069767
9x5;64;3;4;3;0.9348837209
9x5;64;3;6;2;0.9325581395
9x5;64;3;6;2.5;0.9186046512
9x5;64;3;6;3;0.9255813953
9x5;64;3;8;2;0.9209302326
9x5;64;3;8;2.5;0.9139534884
9x5;64;3;8;3;0.9093023256
9x5;64;3;10;2;0.9186046512
9x5;64;3;10;2.5;0.9139534884
9x5;64;3;10;3;0.911627907
9x5;64;5;2;2;0.976744186
9x5;64;5;2;2.5;0.9906976744
9x5;64;5;2;3;0.9790697674
9x5;64;5;4;2;0.9790697674
9x5;64;5;4;2.5;0.9744186047
9x5;64;5;4;3;0.9651162791
9x5;64;5;6;2;0.9558139535
9x5;64;5;6;2.5;0.9604651163
9x5;64;5;6;3;0.9604651163
9x5;64;5;8;2;0.9534883721
9x5;64;5;8;2.5;0.9581395349
9x5;64;5;8;3;0.9627906977
9x5;64;5;10;2;0.9558139535
9x5;64;5;10;2.5;0.9488372093
9x5;64;5;10;3;0.9558139535
9x5;64;7;2;2;0.9860465116
9x5;64;7;2;2.5;0.976744186
9x5;64;7;2;3;0.9860465116
9x5;64;7;4;2;0.9837209302
9x5;64;7;4;2.5;0.988372093
9x5;64;7;4;3;0.9790697674
9x5;64;7;6;2;0.9837209302
9x5;64;7;6;2.5;0.9813953488
9x5;64;7;6;3;0.9744186047
9x5;64;7;8;2;0.9720930233
9x5;64;7;8;2.5;0.9790697674
9x5;64;7;8;3;0.9720930233
9x5;64;7;10;2;0.9697674419
9x5;64;7;10;2.5;0.9790697674
9x5;64;7;10;3;0.988372093
9x5;64;9;2;2;0.976744186
9x5;64;9;2;2.5;0.9860465116
9x5;64;9;2;3;0.9697674419
9x5;64;9;4;2;0.9744186047
9x5;64;9;4;2.5;0.9860465116
9x5;64;9;4;3;0.9837209302
9x5;64;9;6;2;0.9720930233
9x5;64;9;6;2.5;0.9651162791
9x5;64;9;6;3;0.9813953488
9x5;64;9;8;2;0.9790697674
9x5;64;9;8;2.5;0.9790697674
9x5;64;9;8;3;0.9744186047
9x5;64;9;10;2;0.9813953488
9x5;64;9;10;2.5;0.9744186047
9x5;64;9;10;3;0.976744186
9x5;128;1;2;2;0.8279069767
9x5;128;1;2;2.5;0.8139534884
9x5;128;1;2;3;0.8093023256
9x5;128;1;4;2;0.8023255814
9x5;128;1;4;2.5;0.8209302326
9x5;128;1;4;3;0.8395348837
9x5;128;1;6;2;0.8186046512
9x5;128;1;6;2.5;0.7930232558
9x5;128;1;6;3;0.8
9x5;128;1;8;2;0.8
9x5;128;1;8;2.5;0.7627906977
9x5;128;1;8;3;0.7837209302
9x5;128;1;10;2;0.7930232558
9x5;128;1;10;2.5;0.7720930233
9x5;128;1;10;3;0.7674418605
9x5;128;3;2;2;0.9441860465
9x5;128;3;2;2.5;0.9465116279
9x5;128;3;2;3;0.9604651163
9x5;128;3;4;2;0.9418604651
9x5;128;3;4;2.5;0.9372093023
9x5;128;3;4;3;0.9395348837
9x5;128;3;6;2;0.9279069767
9x5;128;3;6;2.5;0.9372093023
9x5;128;3;6;3;0.9325581395
9x5;128;3;8;2;0.923255814
9x5;128;3;8;2.5;0.9302325581
9x5;128;3;8;3;0.9139534884
9x5;128;3;10;2;0.9162790698
9x5;128;3;10;2.5;0.9255813953
9x5;128;3;10;3;0.9186046512
9x5;128;5;2;2;0.9744186047
9x5;128;5;2;2.5;0.976744186
9x5;128;5;2;3;0.9720930233
9x5;128;5;4;2;0.9651162791
9x5;128;5;4;2.5;0.9697674419
9x5;128;5;4;3;0.9674418605
9x5;128;5;6;2;0.9790697674
9x5;128;5;6;2.5;0.9627906977
9x5;128;5;6;3;0.9744186047
9x5;128;5;8;2;0.9720930233
9x5;128;5;8;2.5;0.9697674419
9x5;128;5;8;3;0.9697674419
9x5;128;5;10;2;0.9604651163
9x5;128;5;10;2.5;0.9604651163
9x5;128;5;10;3;0.9581395349
9x5;128;7;2;2;0.988372093
9x5;128;7;2;2.5;0.9906976744
9x5;128;7;2;3;0.9837209302
9x5;128;7;4;2;0.9813953488
9x5;128;7;4;2.5;0.9906976744
9x5;128;7;4;3;0.9930232558
9x5;128;7;6;2;0.9860465116
9x5;128;7;6;2.5;0.9837209302
9x5;128;7;6;3;0.9813953488
9x5;128;7;8;2;0.9860465116
9x5;128;7;8;2.5;0.9906976744
9x5;128;7;8;3;0.9860465116
9x5;128;7;10;2;0.9813953488
9x5;128;7;10;2.5;0.9813953488
9x5;128;7;10;3;0.9837209302
9x5;128;9;2;2;0.9813953488
9x5;128;9;2;2.5;0.976744186
9x5;128;9;2;3;0.9813953488
9x5;128;9;4;2;0.9744186047
9x5;128;9;4;2.5;0.9720930233
9x5;128;9;4;3;0.9790697674
9x5;128;9;6;2;0.9813953488
9x5;128;9;6;2.5;0.9790697674
9x5;128;9;6;3;0.9837209302
9x5;128;9;8;2;0.9744186047
9x5;128;9;8;2.5;0.976744186
9x5;128;9;8;3;0.976744186
9x5;128;9;10;2;0.9720930233
9x5;128;9;10;2.5;0.9720930233
9x5;128;9;10;3;0.9790697674
9x5;256;1;2;2;0.8279069767
9x5;256;1;2;2.5;0.8488372093
9x5;256;1;2;3;0.8418604651
9x5;256;1;4;2;0.8279069767
9x5;256;1;4;2.5;0.8162790698
9x5;256;1;4;3;0.8209302326
9x5;256;1;6;2;0.8139534884
9x5;256;1;6;2.5;0.8139534884
9x5;256;1;6;3;0.8186046512
9x5;256;1;8;2;0.7976744186
9x5;256;1;8;2.5;0.8139534884
9x5;256;1;8;3;0.8162790698
9x5;256;1;10;2;0.8139534884
9x5;256;1;10;2.5;0.8046511628
9x5;256;1;10;3;0.8046511628
9x5;256;3;2;2;0.9488372093
9x5;256;3;2;2.5;0.9511627907
9x5;256;3;2;3;0.9581395349
9x5;256;3;4;2;0.9511627907
9x5;256;3;4;2.5;0.9372093023
9x5;256;3;4;3;0.9418604651
9x5;256;3;6;2;0.9395348837
9x5;256;3;6;2.5;0.9209302326
9x5;256;3;6;3;0.9372093023
9x5;256;3;8;2;0.9255813953
9x5;256;3;8;2.5;0.9209302326
9x5;256;3;8;3;0.9139534884
9x5;256;3;10;2;0.9139534884
9x5;256;3;10;2.5;0.9255813953
9x5;256;3;10;3;0.9186046512
9x5;256;5;2;2;0.9813953488
9x5;256;5;2;2.5;0.9837209302
9x5;256;5;2;3;0.9860465116
9x5;256;5;4;2;0.9697674419
9x5;256;5;4;2.5;0.976744186
9x5;256;5;4;3;0.9837209302
9x5;256;5;6;2;0.9744186047
9x5;256;5;6;2.5;0.976744186
9x5;256;5;6;3;0.9790697674
9x5;256;5;8;2;0.9604651163
9x5;256;5;8;2.5;0.9581395349
9x5;256;5;8;3;0.9627906977
9x5;256;5;10;2;0.9674418605
9x5;256;5;10;2.5;0.9627906977
9x5;256;5;10;3;0.9581395349
9x5;256;7;2;2;0.988372093
9x5;256;7;2;2.5;0.9930232558
9x5;256;7;2;3;0.9906976744
9x5;256;7;4;2;0.9860465116
9x5;256;7;4;2.5;0.9813953488
9x5;256;7;4;3;0.9837209302
9x5;256;7;6;2;0.9837209302
9x5;256;7;6;2.5;0.9813953488
9x5;256;7;6;3;0.9813953488
9x5;256;7;8;2;0.9720930233
9x5;256;7;8;2.5;0.9697674419
9x5;256;7;8;3;0.9720930233
9x5;256;7;10;2;0.976744186
9x5;256;7;10;2.5;0.976744186
9x5;256;7;10;3;0.9720930233
9x5;256;9;2;2;0.9744186047
9x5;256;9;2;2.5;0.976744186
9x5;256;9;2;3;0.9790697674
9x5;256;9;4;2;0.976744186
9x5;256;9;4;2.5;0.9697674419
9x5;256;9;4;3;0.976744186
9x5;256;9;6;2;0.9790697674
9x5;256;9;6;2.5;0.9813953488
9x5;256;9;6;3;0.9837209302
9x5;256;9;8;2;0.9860465116
9x5;256;9;8;2.5;0.988372093
9x5;256;9;8;3;0.9860465116
9x5;256;9;10;2;0.9744186047
9x5;256;9;10;2.5;0.976744186
9x5;256;9;10;3;0.976744186
34x18;8;1;2;2;0.7720930233
34x18;8;1;2;2.5;0.7534883721
34x18;8;1;2;3;0.7581395349
34x18;8;1;4;2;0.723255814
34x18;8;1;4;2.5;0.7441860465
34x18;8;1;4;3;0.7302325581
34x18;8;1;6;2;0.7372093023
34x18;8;1;6;2.5;0.7255813953
34x18;8;1;6;3;0.7209302326
34x18;8;1;8;2;0.7279069767
34x18;8;1;8;2.5;0.711627907
34x18;8;1;8;3;0.7093023256
34x18;8;1;10;2;0.7069767442
34x18;8;1;10;2.5;0.7139534884
34x18;8;1;10;3;0.7023255814
34x18;8;3;2;2;0.8604651163
34x18;8;3;2;2.5;0.8813953488
34x18;8;3;2;3;0.8604651163
34x18;8;3;4;2;0.8511627907
34x18;8;3;4;2.5;0.8534883721
34x18;8;3;4;3;0.8581395349
34x18;8;3;6;2;0.8441860465
34x18;8;3;6;2.5;0.8627906977
34x18;8;3;6;3;0.8488372093
34x18;8;3;8;2;0.8534883721
34x18;8;3;8;2.5;0.8604651163
34x18;8;3;8;3;0.8651162791
34x18;8;3;10;2;0.8255813953
34x18;8;3;10;2.5;0.8372093023
34x18;8;3;10;3;0.8418604651
34x18;8;5;2;2;0.9302325581
34x18;8;5;2;2.5;0.923255814
34x18;8;5;2;3;0.911627907
34x18;8;5;4;2;0.9093023256
34x18;8;5;4;2.5;0.9046511628
34x18;8;5;4;3;0.923255814
34x18;8;5;6;2;0.8930232558
34x18;8;5;6;2.5;0.9069767442
34x18;8;5;6;3;0.911627907
34x18;8;5;8;2;0.9
34x18;8;5;8;2.5;0.9139534884
34x18;8;5;8;3;0.9139534884
34x18;8;5;10;2;0.8953488372
34x18;8;5;10;2.5;0.8953488372
34x18;8;5;10;3;0.9
34x18;8;7;2;2;0.9046511628
34x18;8;7;2;2.5;0.9162790698
34x18;8;7;2;3;0.9209302326
34x18;8;7;4;2;0.911627907
34x18;8;7;4;2.5;0.911627907
34x18;8;7;4;3;0.9255813953
34x18;8;7;6;2;0.8953488372
34x18;8;7;6;2.5;0.923255814
34x18;8;7;6;3;0.9372093023
34x18;8;7;8;2;0.9186046512
34x18;8;7;8;2.5;0.9162790698
34x18;8;7;8;3;0.923255814
34x18;8;7;10;2;0.911627907
34x18;8;7;10;2.5;0.9255813953
34x18;8;7;10;3;0.9139534884
34x18;8;9;2;2;0.8953488372
34x18;8;9;2;2.5;0.9023255814
34x18;8;9;2;3;0.9023255814
34x18;8;9;4;2;0.8953488372
34x18;8;9;4;2.5;0.8976744186
34x18;8;9;4;3;0.9046511628
34x18;8;9;6;2;0.9046511628
34x18;8;9;6;2.5;0.9162790698
34x18;8;9;6;3;0.9139534884
34x18;8;9;8;2;0.9255813953
34x18;8;9;8;2.5;0.9139534884
34x18;8;9;8;3;0.9186046512
34x18;8;9;10;2;0.9046511628
34x18;8;9;10;2.5;0.911627907
34x18;8;9;10;3;0.9209302326
34x18;16;1;2;2;0.823255814
34x18;16;1;2;2.5;0.8395348837
