0;128;1;2;2;0.4837209302
0;128;1;2;2.5;0.4953488372
0;128;1;2;3;0.4953488372
0;128;1;4;2;0.5093023256
0;128;1;4;2.5;0.5023255814
0;128;1;4;3;0.5441860465
0;128;1;6;2;0.5441860465
0;128;1;6;2.5;0.5279069767
0;128;1;6;3;0.5302325581
0;128;1;8;2;0.5558139535
0;128;1;8;2.5;0.5418604651
0;128;1;8;3;0.5488372093
0;128;1;10;2;0.5302325581
0;128;1;10;2.5;0.523255814
0;128;1;10;3;0.5186046512
0;128;3;2;2;0.911627907
0;128;3;2;2.5;0.8930232558
0;128;3;2;3;0.911627907
0;128;3;4;2;0.8837209302
0;128;3;4;2.5;0.8860465116
0;128;3;4;3;0.8953488372
0;128;3;6;2;0.8837209302
0;128;3;6;2.5;0.8953488372
0;128;3;6;3;0.8813953488
0;128;3;8;2;0.8860465116
0;128;3;8;2.5;0.9
0;128;3;8;3;0.8976744186
0;128;3;10;2;0.876744186
0;128;3;10;2.5;0.888372093
0;128;3;10;3;0.8744186047
0;128;5;2;2;0.9558139535
0;128;5;2;2.5;0.9651162791
0;128;5;2;3;0.9558139535
0;128;5;4;2;0.9441860465
0;128;5;4;2.5;0.9395348837
0;128;5;4;3;0.9441860465
0;128;5;6;2;0.9302325581
0;128;5;6;2.5;0.9302325581
0;128;5;6;3;0.9302325581
0;128;5;8;2;0.9348837209
0;128;5;8;2.5;0.9325581395
0;128;5;8;3;0.9279069767
0;128;5;10;2;0.9279069767
0;128;5;10;2.5;0.9325581395
0;128;5;10;3;0.9325581395
0;128;7;2;2;0.9627906977
0;128;7;2;2.5;0.9651162791
0;128;7;2;3;0.9627906977
0;128;7;4;2;0.9697674419
0;128;7;4;2.5;0.9744186047
0;128;7;4;3;0.9744186047
0;128;7;6;2;0.9720930233
0;128;7;6;2.5;0.9651162791
0;128;7;6;3;0.9674418605
0;128;7;8;2;0.9558139535
0;128;7;8;2.5;0.9581395349
0;128;7;8;3;0.9534883721
0;128;7;10;2;0.9651162791
0;128;7;10;2.5;0.9674418605
0;128;7;10;3;0.9674418605
0;128;9;2;2;0.9558139535
0;128;9;2;2.5;0.9511627907
0;128;9;2;3;0.9441860465
0;128;9;4;2;0.9627906977
0;128;9;4;2.5;0.9581395349
0;128;9;4;3;0.9627906977
0;128;9;6;2;0.9441860465
0;128;9;6;2.5;0.9488372093
0;128;9;6;3;0.9511627907
0;128;9;8;2;0.9511627907
0;128;9;8;2.5;0.9465116279
0;128;9;8;3;0.9465116279
0;128;9;10;2;0.9604651163
0;128;9;10;2.5;0.9627906977
0;128;9;10;3;0.9627906977
