0.25;8;1;2;2;0.288372093
0.25;8;1;2;2.5;0.2441860465
0.25;8;1;2;3;0.2511627907
0.25;8;1;4;2;0.2302325581
0.25;8;1;4;2.5;0.2511627907
0.25;8;1;4;3;0.2488372093
0.25;8;1;6;2;0.223255814
0.25;8;1;6;2.5;0.2744186047
0.25;8;1;6;3;0.2930232558
0.25;8;1;8;2;0.2186046512
0.25;8;1;8;2.5;0.2279069767
0.25;8;1;8;3;0.2930232558
0.25;8;1;10;2;0.2534883721
0.25;8;1;10;2.5;0.2627906977
0.25;8;1;10;3;0.2418604651
0.25;8;3;2;2;0.4674418605
0.25;8;3;2;2.5;0.4511627907
0.25;8;3;2;3;0.4953488372
0.25;8;3;4;2;0.4534883721
0.25;8;3;4;2.5;0.488372093
0.25;8;3;4;3;0.4534883721
0.25;8;3;6;2;0.4162790698
0.25;8;3;6;2.5;0.4534883721
0.25;8;3;6;3;0.4813953488
0.25;8;3;8;2;0.4651162791
0.25;8;3;8;2.5;0.4534883721
0.25;8;3;8;3;0.4651162791
0.25;8;3;10;2;0.423255814
0.25;8;3;10;2.5;0.476744186
0.25;8;3;10;3;0.4581395349
0.25;8;5;2;2;0.5604651163
0.25;8;5;2;2.5;0.623255814
0.25;8;5;2;3;0.5720930233
0.25;8;5;4;2;0.6069767442
0.25;8;5;4;2.5;0.6162790698
0.25;8;5;4;3;0.5697674419
0.25;8;5;6;2;0.623255814
0.25;8;5;6;2.5;0.5860465116
0.25;8;5;6;3;0.5906976744
0.25;8;5;8;2;0.5697674419
0.25;8;5;8;2.5;0.5651162791
0.25;8;5;8;3;0.5744186047
0.25;8;5;10;2;0.5581395349
0.25;8;5;10;2.5;0.6023255814
0.25;8;5;10;3;0.5837209302
0.25;8;7;2;2;0.5837209302
0.25;8;7;2;2.5;0.5372093023
0.25;8;7;2;3;0.5534883721
0.25;8;7;4;2;0.5674418605
0.25;8;7;4;2.5;0.5906976744
0.25;8;7;4;3;0.5627906977
0.25;8;7;6;2;0.5813953488
0.25;8;7;6;2.5;0.576744186
0.25;8;7;6;3;0.6302325581
0.25;8;7;8;2;0.6162790698
0.25;8;7;8;2.5;0.5651162791
0.25;8;7;8;3;0.6
0.25;8;7;10;2;0.6209302326
0.25;8;7;10;2.5;0.6
0.25;8;7;10;3;0.576744186
0.25;8;9;2;2;0.576744186
0.25;8;9;2;2.5;0.5441860465
0.25;8;9;2;3;0.611627907
0.25;8;9;4;2;0.5627906977
0.25;8;9;4;2.5;0.576744186
0.25;8;9;4;3;0.5860465116
0.25;8;9;6;2;0.611627907
0.25;8;9;6;2.5;0.6302325581
0.25;8;9;6;3;0.5906976744
0.25;8;9;8;2;0.6139534884
0.25;8;9;8;2.5;0.5976744186
0.25;8;9;8;3;0.5837209302
0.25;8;9;10;2;0.611627907
0.25;8;9;10;2.5;0.6023255814
0.25;8;9;10;3;0.588372093
0.25;16;1;2;2;0.4162790698
0.25;16;1;2;2.5;0.423255814
0.25;16;1;2;3;0.4441860465
0.25;16;1;4;2;0.4511627907
0.25;16;1;4;2.5;0.4372093023
0.25;16;1;4;3;0.4465116279
0.25;16;1;6;2;0.4046511628
0.25;16;1;6;2.5;0.4581395349
0.25;16;1;6;3;0.4534883721
0.25;16;1;8;2;0.4744186047
0.25;16;1;8;2.5;0.4651162791
0.25;16;1;8;3;0.4325581395
0.25;16;1;10;2;0.4534883721
0.25;16;1;10;2.5;0.4325581395
0.25;16;1;10;3;0.4325581395
0.25;16;3;2;2;0.7790697674
0.25;16;3;2;2.5;0.7674418605
0.25;16;3;2;3;0.7744186047
0.25;16;3;4;2;0.7604651163
0.25;16;3;4;2.5;0.7813953488
0.25;16;3;4;3;0.7720930233
0.25;16;3;6;2;0.8046511628
0.25;16;3;6;2.5;0.7813953488
0.25;16;3;6;3;0.776744186
0.25;16;3;8;2;0.7813953488
0.25;16;3;8;2.5;0.7720930233
0.25;16;3;8;3;0.7720930233
0.25;16;3;10;2;0.7697674419
0.25;16;3;10;2.5;0.7418604651
0.25;16;3;10;3;0.7837209302
0.25;16;5;2;2;0.8837209302
0.25;16;5;2;2.5;0.8813953488
0.25;16;5;2;3;0.8813953488
0.25;16;5;4;2;0.8790697674
0.25;16;5;4;2.5;0.888372093
0.25;16;5;4;3;0.8558139535
0.25;16;5;6;2;0.8790697674
0.25;16;5;6;2.5;0.8674418605
0.25;16;5;6;3;0.8604651163
0.25;16;5;8;2;0.8976744186
0.25;16;5;8;2.5;0.8697674419
0.25;16;5;8;3;0.876744186
0.25;16;5;10;2;0.8627906977
0.25;16;5;10;2.5;0.8813953488
0.25;16;5;10;3;0.8511627907
0.25;16;7;2;2;0.8976744186
0.25;16;7;2;2.5;0.9023255814
0.25;16;7;2;3;0.888372093
0.25;16;7;4;2;0.9046511628
0.25;16;7;4;2.5;0.8930232558
0.25;16;7;4;3;0.8930232558
0.25;16;7;6;2;0.9
0.25;16;7;6;2.5;0.9046511628
0.25;16;7;6;3;0.888372093
0.25;16;7;8;2;0.8860465116
0.25;16;7;8;2.5;0.8976744186
0.25;16;7;8;3;0.8906976744
0.25;16;7;10;2;0.8906976744
0.25;16;7;10;2.5;0.8790697674
0.25;16;7;10;3;0.8906976744
0.25;16;9;2;2;0.8860465116
0.25;16;9;2;2.5;0.876744186
0.25;16;9;2;3;0.8813953488
0.25;16;9;4;2;0.8837209302
0.25;16;9;4;2.5;0.888372093
0.25;16;9;4;3;0.9023255814
0.25;16;9;6;2;0.8837209302
0.25;16;9;6;2.5;0.8790697674
0.25;16;9;6;3;0.9023255814
0.25;16;9;8;2;0.888372093
0.25;16;9;8;2.5;0.8790697674
0.25;16;9;8;3;0.8976744186
0.25;16;9;10;2;0.8813953488
0.25;16;9;10;2.5;0.8790697674
0.25;16;9;10;3;0.8697674419
0.25;32;1;2;2;0.6023255814
0.25;32;1;2;2.5;0.6046511628
0.25;32;1;2;3;0.5976744186
0.25;32;1;4;2;0.6069767442
0.25;32;1;4;2.5;0.6139534884
0.25;32;1;4;3;0.6162790698
0.25;32;1;6;2;0.6255813953
0.25;32;1;6;2.5;0.6279069767
0.25;32;1;6;3;0.6046511628
0.25;32;1;8;2;0.6418604651
0.25;32;1;8;2.5;0.6069767442
0.25;32;1;8;3;0.5837209302
0.25;32;1;10;2;0.6
0.25;32;1;10;2.5;0.5651162791
0.25;32;1;10;3;0.5906976744
0.25;32;3;2;2;0.8534883721
0.25;32;3;2;2.5;0.8813953488
0.25;32;3;2;3;0.8860465116
0.25;32;3;4;2;0.8651162791
0.25;32;3;4;2.5;0.876744186
0.25;32;3;4;3;0.8744186047
0.25;32;3;6;2;0.8558139535
0.25;32;3;6;2.5;0.8697674419
0.25;32;3;6;3;0.8744186047
0.25;32;3;8;2;0.8627906977
0.25;32;3;8;2.5;0.876744186
0.25;32;3;8;3;0.8697674419
0.25;32;3;10;2;0.8627906977
0.25;32;3;10;2.5;0.8488372093
0.25;32;3;10;3;0.8627906977
0.25;32;5;2;2;0.9186046512
0.25;32;5;2;2.5;0.9395348837
0.25;32;5;2;3;0.9325581395
0.25;32;5;4;2;0.9372093023
0.25;32;5;4;2.5;0.9348837209
0.25;32;5;4;3;0.9465116279
0.25;32;5;6;2;0.9139534884
0.25;32;5;6;2.5;0.9325581395
0.25;32;5;6;3;0.9186046512
0.25;32;5;8;2;0.9139534884
0.25;32;5;8;2.5;0.9162790698
0.25;32;5;8;3;0.9139534884
0.25;32;5;10;2;0.9139534884
0.25;32;5;10;2.5;0.9162790698
0.25;32;5;10;3;0.9186046512
0.25;32;7;2;2;0.9534883721
0.25;32;7;2;2.5;0.9581395349
0.25;32;7;2;3;0.9348837209
0.25;32;7;4;2;0.9488372093
0.25;32;7;4;2.5;0.9534883721
0.25;32;7;4;3;0.9627906977
0.25;32;7;6;2;0.9511627907
0.25;32;7;6;2.5;0.9558139535
0.25;32;7;6;3;0.9488372093
0.25;32;7;8;2;0.9395348837
0.25;32;7;8;2.5;0.9441860465
0.25;32;7;8;3;0.9418604651
0.25;32;7;10;2;0.9279069767
0.25;32;7;10;2.5;0.9488372093
0.25;32;7;10;3;0.9511627907
0.25;32;9;2;2;0.9418604651
0.25;32;9;2;2.5;0.9348837209
0.25;32;9;2;3;0.9441860465
0.25;32;9;4;2;0.9488372093
0.25;32;9;4;2.5;0.9534883721
0.25;32;9;4;3;0.9441860465
0.25;32;9;6;2;0.9465116279
0.25;32;9;6;2.5;0.9395348837
0.25;32;9;6;3;0.9534883721
0.25;32;9;8;2;0.9395348837
0.25;32;9;8;2.5;0.9511627907
0.25;32;9;8;3;0.9511627907
0.25;32;9;10;2;0.9395348837
0.25;32;9;10;2.5;0.9534883721
0.25;32;9;10;3;0.9534883721
0.25;64;1;2;2;0.6651162791
0.25;64;1;2;2.5;0.6651162791
0.25;64;1;2;3;0.6744186047
0.25;64;1;4;2;0.6627906977
0.25;64;1;4;2.5;0.6697674419
0.25;64;1;4;3;0.6395348837
0.25;64;1;6;2;0.6627906977
