0.25;8;1;2;2;0.023255814
0.25;8;1;2;2.5;0.023255814
0.25;8;1;2;3;0.023255814
0.25;8;1;4;2;0.023255814
0.25;8;1;4;2.5;0.023255814
0.25;8;1;4;3;0.023255814
0.25;8;1;6;2;0.023255814
0.25;8;1;6;2.5;0.023255814
0.25;8;1;6;3;0.023255814
0.25;8;1;8;2;0.023255814
0.25;8;1;8;2.5;0.023255814
0.25;8;1;8;3;0.023255814
0.25;8;1;10;2;0.023255814
0.25;8;1;10;2.5;0.023255814
0.25;8;1;10;3;0.023255814
0.25;8;3;2;2;0.023255814
0.25;8;3;2;2.5;0.023255814
0.25;8;3;2;3;0.023255814
0.25;8;3;4;2;0.023255814
0.25;8;3;4;2.5;0.023255814
0.25;8;3;4;3;0.023255814
0.25;8;3;6;2;0.023255814
0.25;8;3;6;2.5;0.023255814
0.25;8;3;6;3;0.023255814
0.25;8;3;8;2;0.023255814
0.25;8;3;8;2.5;0.023255814
0.25;8;3;8;3;0.023255814
0.25;8;3;10;2;0.023255814
0.25;8;3;10;2.5;0.023255814
0.25;8;3;10;3;0.023255814
0.25;8;5;2;2;0.023255814
0.25;8;5;2;2.5;0.023255814
0.25;8;5;2;3;0.023255814
0.25;8;5;4;2;0.023255814
0.25;8;5;4;2.5;0.023255814
0.25;8;5;4;3;0.023255814
0.25;8;5;6;2;0.023255814
0.25;8;5;6;2.5;0.023255814
0.25;8;5;6;3;0.023255814
0.25;8;5;8;2;0.023255814
0.25;8;5;8;2.5;0.023255814
0.25;8;5;8;3;0.023255814
0.25;8;5;10;2;0.023255814
0.25;8;5;10;2.5;0.023255814
0.25;8;5;10;3;0.023255814
0.25;8;7;2;2;0.023255814
0.25;8;7;2;2.5;0.023255814
0.25;8;7;2;3;0.023255814
0.25;8;7;4;2;0.023255814
0.25;8;7;4;2.5;0.023255814
0.25;8;7;4;3;0.023255814
0.25;8;7;6;2;0.023255814
0.25;8;7;6;2.5;0.023255814
0.25;8;7;6;3;0.023255814
0.25;8;7;8;2;0.023255814
0.25;8;7;8;2.5;0.023255814
0.25;8;7;8;3;0.023255814
0.25;8;7;10;2;0.023255814
0.25;8;7;10;2.5;0.023255814
0.25;8;7;10;3;0.023255814
0.25;8;9;2;2;0.023255814
0.25;8;9;2;2.5;0.023255814
0.25;8;9;2;3;0.023255814
0.25;8;9;4;2;0.023255814
0.25;8;9;4;2.5;0.023255814
0.25;8;9;4;3;0.023255814
0.25;8;9;6;2;0.023255814
0.25;8;9;6;2.5;0.023255814
0.25;8;9;6;3;0.023255814
0.25;8;9;8;2;0.023255814
0.25;8;9;8;2.5;0.023255814
0.25;8;9;8;3;0.023255814
0.25;8;9;10;2;0.023255814
0.25;8;9;10;2.5;0.023255814
0.25;8;9;10;3;0.023255814
0.25;16;1;2;2;0.023255814
0.25;16;1;2;2.5;0.023255814
0.25;16;1;2;3;0.023255814
0.25;16;1;4;2;0.023255814
0.25;16;1;4;2.5;0.023255814
0.25;16;1;4;3;0.023255814
0.25;16;1;6;2;0.023255814
0.25;16;1;6;2.5;0.023255814
0.25;16;1;6;3;0.023255814
0.25;16;1;8;2;0.023255814
0.25;16;1;8;2.5;0.023255814
0.25;16;1;8;3;0.023255814
0.25;16;1;10;2;0.023255814
0.25;16;1;10;2.5;0.023255814
0.25;16;1;10;3;0.023255814
0.25;16;3;2;2;0.023255814
0.25;16;3;2;2.5;0.023255814
0.25;16;3;2;3;0.023255814
0.25;16;3;4;2;0.023255814
0.25;16;3;4;2.5;0.023255814
0.25;16;3;4;3;0.023255814
0.25;16;3;6;2;0.023255814
0.25;16;3;6;2.5;0.023255814
0.25;16;3;6;3;0.023255814
0.25;16;3;8;2;0.023255814
0.25;16;3;8;2.5;0.023255814
0.25;16;3;8;3;0.023255814
0.25;16;3;10;2;0.0325581395
0.25;16;3;10;2.5;0.0325581395
0.25;16;3;10;3;0.0279069767
0.25;16;5;2;2;0.0325581395
0.25;16;5;2;2.5;0.0325581395
0.25;16;5;2;3;0.0325581395
0.25;16;5;4;2;0.0441860465
0.25;16;5;4;2.5;0.0418604651
0.25;16;5;4;3;0.0418604651
0.25;16;5;6;2;0.0418604651
0.25;16;5;6;2.5;0.0418604651
0.25;16;5;6;3;0.0465116279
0.25;16;5;8;2;0.0488372093
0.25;16;5;8;2.5;0.0534883721
0.25;16;5;8;3;0.0511627907
0.25;16;5;10;2;0.0418604651
0.25;16;5;10;2.5;0.0372093023
0.25;16;5;10;3;0.0372093023
0.25;16;7;2;2;0.0697674419
0.25;16;7;2;2.5;0.0627906977
0.25;16;7;2;3;0.0627906977
0.25;16;7;4;2;0.0790697674
0.25;16;7;4;2.5;0.0720930233
0.25;16;7;4;3;0.0697674419
0.25;16;7;6;2;0.0744186047
0.25;16;7;6;2.5;0.076744186
0.25;16;7;6;3;0.0720930233
0.25;16;7;8;2;0.088372093
0.25;16;7;8;2.5;0.076744186
0.25;16;7;8;3;0.076744186
0.25;16;7;10;2;0.076744186
0.25;16;7;10;2.5;0.0744186047
0.25;16;7;10;3;0.0674418605
0.25;16;9;2;2;0.0348837209
0.25;16;9;2;2.5;0.0348837209
0.25;16;9;2;3;0.0348837209
0.25;16;9;4;2;0.0395348837
0.25;16;9;4;2.5;0.0465116279
0.25;16;9;4;3;0.0465116279
0.25;16;9;6;2;0.0302325581
0.25;16;9;6;2.5;0.0348837209
0.25;16;9;6;3;0.0348837209
0.25;16;9;8;2;0.0325581395
0.25;16;9;8;2.5;0.0372093023
0.25;16;9;8;3;0.0348837209
0.25;16;9;10;2;0.0441860465
0.25;16;9;10;2.5;0.0418604651
0.25;16;9;10;3;0.0372093023
0.25;32;1;2;2;0.023255814
0.25;32;1;2;2.5;0.023255814
0.25;32;1;2;3;0.023255814
0.25;32;1;4;2;0.023255814
0.25;32;1;4;2.5;0.0255813953
0.25;32;1;4;3;0.0255813953
0.25;32;1;6;2;0.0279069767
0.25;32;1;6;2.5;0.0255813953
0.25;32;1;6;3;0.0255813953
0.25;32;1;8;2;0.023255814
0.25;32;1;8;2.5;0.023255814
0.25;32;1;8;3;0.023255814
