2;128;1.0;2.0;2.0;0.36976744186 
2;128;1.0;2.0;2.5;0.379069767442 
2;128;1.0;2.0;3.0;0.36976744186 
2;128;1.0;4.0;2.0;0.453488372093 
2;128;1.0;4.0;2.5;0.479069767442 
2;128;1.0;4.0;3.0;0.467441860465 
2;128;1.0;6.0;2.0;0.483720930233 
2;128;1.0;6.0;2.5;0.490697674419 
2;128;1.0;6.0;3.0;0.497674418605 
2;128;1.0;8.0;2.0;0.481395348837 
2;128;1.0;8.0;2.5;0.472093023256 
2;128;1.0;8.0;3.0;0.481395348837 
2;128;1.0;10.0;2.0;0.481395348837 
2;128;1.0;10.0;2.5;0.481395348837 
2;128;1.0;10.0;3.0;0.479069767442 
2;128;3.0;2.0;2.0;0.904651162791 
2;128;3.0;2.0;2.5;0.909302325581 
2;128;3.0;2.0;3.0;0.906976744186 
2;128;3.0;4.0;2.0;0.913953488372 
2;128;3.0;4.0;2.5;0.909302325581 
2;128;3.0;4.0;3.0;0.906976744186 
2;128;3.0;6.0;2.0;0.895348837209 
2;128;3.0;6.0;2.5;0.890697674419 
2;128;3.0;6.0;3.0;0.895348837209 
2;128;3.0;8.0;2.0;0.895348837209 
2;128;3.0;8.0;2.5;0.9 
2;128;3.0;8.0;3.0;0.897674418605 
2;128;3.0;10.0;2.0;0.881395348837 
2;128;3.0;10.0;2.5;0.893023255814 
2;128;3.0;10.0;3.0;0.893023255814 
2;128;5.0;2.0;2.0;0.960465116279 
2;128;5.0;2.0;2.5;0.962790697674 
2;128;5.0;2.0;3.0;0.96511627907 
2;128;5.0;4.0;2.0;0.955813953488 
2;128;5.0;4.0;2.5;0.951162790698 
2;128;5.0;4.0;3.0;0.951162790698 
2;128;5.0;6.0;2.0;0.939534883721 
2;128;5.0;6.0;2.5;0.932558139535 
2;128;5.0;6.0;3.0;0.944186046512 
2;128;5.0;8.0;2.0;0.944186046512 
2;128;5.0;8.0;2.5;0.946511627907 
2;128;5.0;8.0;3.0;0.944186046512 
2;128;5.0;10.0;2.0;0.937209302326 
2;128;5.0;10.0;2.5;0.93488372093 
2;128;5.0;10.0;3.0;0.932558139535 
2;128;7.0;2.0;2.0;0.967441860465 
2;128;7.0;2.0;2.5;0.962790697674 
2;128;7.0;2.0;3.0;0.967441860465 
2;128;7.0;4.0;2.0;0.951162790698 
2;128;7.0;4.0;2.5;0.953488372093 
2;128;7.0;4.0;3.0;0.955813953488 
2;128;7.0;6.0;2.0;0.967441860465 
2;128;7.0;6.0;2.5;0.960465116279 
2;128;7.0;6.0;3.0;0.962790697674 
2;128;7.0;8.0;2.0;0.962790697674 
2;128;7.0;8.0;2.5;0.962790697674 
2;128;7.0;8.0;3.0;0.962790697674 
2;128;7.0;10.0;2.0;0.96511627907 
2;128;7.0;10.0;2.5;0.951162790698 
2;128;7.0;10.0;3.0;0.955813953488 
2;128;9.0;2.0;2.0;0.955813953488 
2;128;9.0;2.0;2.5;0.951162790698 
2;128;9.0;2.0;3.0;0.939534883721 
2;128;9.0;4.0;2.0;0.960465116279 
2;128;9.0;4.0;2.5;0.958139534884 
2;128;9.0;4.0;3.0;0.955813953488 
2;128;9.0;6.0;2.0;0.955813953488 
2;128;9.0;6.0;2.5;0.951162790698 
2;128;9.0;6.0;3.0;0.955813953488 
2;128;9.0;8.0;2.0;0.951162790698 
2;128;9.0;8.0;2.5;0.955813953488 
2;128;9.0;8.0;3.0;0.955813953488 
2;128;9.0;10.0;2.0;0.951162790698 
2;128;9.0;10.0;2.5;0.962790697674 
2;128;9.0;10.0;3.0;0.960465116279 
3;128;1.0;2.0;2.0;0.444186046512 
3;128;1.0;2.0;2.5;0.43023255814 
3;128;1.0;2.0;3.0;0.43488372093 
3;128;1.0;4.0;2.0;0.502325581395 
3;128;1.0;4.0;2.5;0.488372093023 
3;128;1.0;4.0;3.0;0.493023255814 
3;128;1.0;6.0;2.0;0.5 
