id; time; WIN<qty=25>; IND<qty=5>; WDO<qty=6>; DOL<qty=5>;
0; 2016-03-03 10:00:09.908 BRT; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-03-03 10:01:13.910 BRT; 0.000078; -0.000050; -0.001448; -0.001460;
2; 2016-03-03 10:02:17.920 BRT; -0.001052; -0.001246; -0.000801; -0.000942;
3; 2016-03-03 10:03:21.923 BRT; 0.000039; -0.000159; 0.000361; 0.000349;
4; 2016-03-03 10:04:25.923 BRT; -0.000639; -0.000702; -0.000392; -0.000425;
5; 2016-03-03 10:05:29.978 BRT; 0.001904; 0.001797; -0.001317; -0.001329;
6; 2016-03-03 10:06:33.978 BRT; -0.001738; -0.001792; 0.000060; -0.000038;
7; 2016-03-03 10:07:38.180 BRT; -0.001749; -0.001899; -0.000542; -0.000683;
8; 2016-03-03 10:08:42.180 BRT; 0.001003; 0.000819; -0.000370; -0.000424;
9; 2016-03-03 10:09:46.970 BRT; -0.002505; -0.002551; -0.000284; -0.000296;
10; 2016-03-03 10:10:50.153 BRT; 0.000786; 0.000710; 0.000060; -0.000167;
11; 2016-03-03 10:11:54.180 BRT; -0.000369; -0.000376; 0.000619; 0.000607;
12; 2016-03-03 10:12:58.249 BRT; -0.001013; -0.001136; -0.000542; -0.000554;
13; 2016-03-03 10:14:02.278 BRT; -0.000929; -0.001027; -0.000026; -0.000038;
14; 2016-03-03 10:15:06.298 BRT; -0.000929; -0.001135; -0.000585; -0.000683;
15; 2016-03-03 10:16:10.324 BRT; 0.000642; 0.000492; -0.001315; -0.001327;
16; 2016-03-03 10:17:14.354 BRT; -0.001519; -0.001786; 0.000339; 0.000091;
17; 2016-03-03 10:18:18.434 BRT; -0.001140; -0.001351; 0.000619; 0.000607;
18; 2016-03-03 10:19:22.453 BRT; 0.000472; 0.000492; -0.000284; -0.000296;
19; 2016-03-03 10:20:26.457 BRT; -0.000156; -0.000158; 0.000232; 0.000091;
20; 2016-03-03 10:21:30.501 BRT; -0.000412; -0.000484; -0.000284; -0.000425;
21; 2016-03-03 10:22:34.569 BRT; -0.000121; -0.000158; -0.000413; -0.000554;
22; 2016-03-03 10:23:38.584 BRT; -0.000742; -0.000809; -0.000155; -0.000167;
23; 2016-03-03 10:24:42.620 BRT; -0.000984; -0.001134; -0.000542; -0.000682;
24; 2016-03-03 10:25:46.769 BRT; -0.000390; -0.000483; -0.000928; -0.001069;
