id; time; WIN<qty=25>; IND<qty=5>; WDO<qty=6>; DOL<qty=5>;
0; 2016-03-02 10:00:07.341 BRT; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-03-02 10:01:11.347 BRT; 0.001058; 0.000953; -0.001293; -0.001305;
2; 2016-03-02 10:02:15.413 BRT; -0.000165; -0.000386; 0.000101; 0.000090;
3; 2016-03-02 10:03:19.484 BRT; -0.000773; -0.000833; -0.000532; -0.000544;
4; 2016-03-02 10:04:23.512 BRT; 0.000250; 0.000060; -0.000405; -0.000290;
5; 2016-03-02 10:05:27.522 BRT; 0.001323; 0.001178; -0.000658; -0.000670;
6; 2016-03-02 10:06:31.552 BRT; 0.000148; -0.000051; -0.000152; -0.000163;
7; 2016-03-02 10:07:35.577 BRT; -0.001218; -0.001283; 0.000101; -0.000037;
8; 2016-03-02 10:08:39.587 BRT; 0.001177; 0.000955; -0.000911; -0.001049;
9; 2016-03-02 10:09:43.639 BRT; -0.000829; -0.000948; -0.000278; -0.000543;
10; 2016-03-02 10:10:47.664 BRT; -0.001304; -0.001395; -0.000152; -0.000290;
11; 2016-03-02 10:11:51.817 BRT; -0.000063; -0.000275; -0.000152; -0.000290;
12; 2016-03-02 10:12:55.836 BRT; -0.003873; -0.003856; 0.000354; 0.000090;
13; 2016-03-02 10:14:00.390 BRT; -0.000031; -0.000163; 0.000481; 0.000469;
14; 2016-03-02 10:15:04.390 BRT; -0.002089; -0.002171; 0.000101; -0.000164;
15; 2016-03-02 10:16:08.390 BRT; -0.000178; -0.000385; -0.000173; -0.000290;
16; 2016-03-02 10:17:12.570 BRT; 0.000856; 0.000840; -0.000933; -0.001177;
17; 2016-03-02 10:18:16.570 BRT; 0.001696; 0.001399; 0.000059; -0.000037;
18; 2016-03-02 10:19:20.620 BRT; -0.001042; -0.000946; -0.000658; -0.000670;
19; 2016-03-02 10:20:24.175 BRT; 0.000049; -0.000163; -0.000278; -0.000290;
20; 2016-03-02 10:21:28.220 BRT; -0.000724; -0.000834; -0.000658; -0.000669;
21; 2016-03-02 10:22:32.286 BRT; -0.001140; -0.001392; -0.000131; -0.000037;
22; 2016-03-02 10:23:36.291 BRT; -0.001938; -0.002060; 0.000080; -0.000037;
23; 2016-03-02 10:24:40.297 BRT; -0.000513; -0.000720; -0.000025; -0.000163;
24; 2016-03-02 10:25:44.356 BRT; 0.000655; 0.000506; -0.000152; -0.000290;
25; 2016-03-02 10:26:48.385 BRT; 0.002007; 0.001733; -0.000152; -0.000290;
26; 2016-03-02 10:27:52.537 BRT; -0.001788; -0.001840; 0.000481; 0.000343;
27; 2016-03-02 10:28:56.610 BRT; -0.000371; -0.000609; -0.000131; -0.000164;
