AMBV4	5.3076923076923
BBAS3	4.9879518072289
BBDC4	4.3617021276596
BRAP4	3.8073394495413
BRFS3	7.1379310344828
BTOW3	5.3205128205128
BVMF3	5.3076923076923
CCRO3	3.404958677686
CESP6	5.2692307692308
CMIG4	4.0196078431373
CPLE6	6.2878787878788
CSAN3	4.3578947368421
CSNA3	4.4623655913978
CYRE3	4.2577319587629
ECOD3	4.7241379310345
ELET3	3.7314814814815
ELET6	3.8425925925926
ELPL6	4.5164835164835
EMBR3	7.0338983050847
FIBR3	3.6607142857143
GFSA3	3.8333333333333
GGBR4	5.2051282051282
GOAU4	4.0588235294118
GOLL4	5.1898734177215
ITSA4	5.3205128205128
ITUB4	5.9285714285714
JBSS3	3.3658536585366
LAME4	3.3739837398374
LLXL3	3.4789915966387
LREN3	3.4297520661157
MMXM3	3.9903846153846
MRVE3	4.0291262135922
NATU3	4.7790697674419
NETC4	46.666666666667
OGXP3	4.6111111111111
PCAR5	4.9404761904762
PDGR3	4.0808080808081
PETR3	3.9056603773585
PETR4	4.975
RDCD3	5.7638888888889
RSID3	4.14
TAMM4	4.3684210526316
TCSL4	3.7636363636364
TNLP4	5.8571428571429
USIM3	5.4605263157895
USIM5	4.4623655913978
VALE3	5
VALE5	4.234693877551
VIVO4	4.8255813953488
