id; time; WIN<qty=50>; WIN<result=R$>; IND<qty=10>; IND<result=R$>; WDO<qty=25>; WDO<result=R$>; DOL<qty=5>; DOL<result=R$>;
0; 2016-04-07 10:00:12.307 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-04-07 10:00:44.372 BRT; -0.002184; -273.000000; -0.002709; -338.600000; -0.001604; -200.500000; -0.002354; -294.310000;
2; 2016-04-07 10:01:16.378 BRT; -0.004696; -587.000000; -0.005309; -663.600000; -0.002244; -280.500000; -0.002354; -294.310000;
3; 2016-04-07 10:01:48.400 BRT; -0.001528; -191.000000; -0.002109; -263.600000; 0.004756; 594.500000; 0.004646; 580.690000;
4; 2016-04-07 10:02:20.425 BRT; 0.000464; 58.000000; -0.000509; -63.600000; -0.006364; -795.500000; -0.006354; -794.310000;
5; 2016-04-07 10:02:52.436 BRT; -0.002208; -276.000000; -0.002909; -363.600000; 0.000276; 34.500000; -0.000354; -44.310000;
6; 2016-04-07 10:03:24.438 BRT; -0.000784; -98.000000; -0.001509; -188.600000; 0.000036; 4.500000; -0.000354; -44.310000;
7; 2016-04-07 10:03:56.444 BRT; -0.001056; -132.000000; -0.001309; -163.600000; 0.005276; 659.500000; 0.004646; 580.690000;
8; 2016-04-07 10:04:28.463 BRT; -0.004440; -555.000000; -0.005109; -638.600000; -0.004644; -580.500000; -0.003354; -419.310000;
9; 2016-04-07 10:05:00.485 BRT; -0.004984; -623.000000; -0.005309; -663.600000; -0.000804; -100.500000; 0.000646; 80.690000;
10; 2016-04-07 10:05:32.491 BRT; 0.001872; 234.000000; 0.001491; 186.400000; -0.002404; -300.500000; -0.002354; -294.310000;
11; 2016-04-07 10:06:04.516 BRT; -0.001080; -135.000000; -0.001509; -188.600000; -0.000324; -40.500000; -0.000354; -44.310000;
12; 2016-04-07 10:06:36.521 BRT; -0.001256; -157.000000; -0.002309; -288.600000; -0.003244; -405.500000; -0.002354; -294.310000;
13; 2016-04-07 10:07:08.538 BRT; -0.002640; -330.000000; -0.003309; -413.600000; -0.001684; -210.500000; -0.002354; -294.310000;
14; 2016-04-07 10:07:40.538 BRT; 0.000008; 1.000000; -0.000509; -63.600000; -0.004244; -530.500000; -0.004354; -544.310000;
15; 2016-04-07 10:08:12.590 BRT; -0.000360; -45.000000; -0.000509; -63.600000; -0.004244; -530.500000; -0.005354; -669.310000;
16; 2016-04-07 10:08:44.616 BRT; 0.000944; 118.000000; 0.000291; 36.400000; -0.000724; -90.500000; -0.000354; -44.310000;
17; 2016-04-07 10:09:16.670 BRT; -0.001408; -176.000000; -0.001909; -238.600000; -0.001244; -155.500000; -0.001354; -169.310000;
18; 2016-04-07 10:09:48.677 BRT; 0.000488; 61.000000; 0.000491; 61.400000; -0.001364; -170.500000; -0.001354; -169.310000;
19; 2016-04-07 10:10:20.677 BRT; -0.004536; -567.000000; -0.004709; -588.600000; 0.006796; 849.500000; 0.006646; 830.690000;
20; 2016-04-07 10:10:52.709 BRT; 0.006200; 775.000000; 0.005291; 661.400000; -0.004764; -595.500000; -0.005354; -669.310000;
21; 2016-04-07 10:11:24.710 BRT; -0.002496; -312.000000; -0.002509; -313.600000; -0.001324; -165.500000; -0.001354; -169.310000;
22; 2016-04-07 10:11:56.710 BRT; -0.017344; -2168.000000; -0.018309; -2288.600000; 0.000796; 99.500000; 0.000646; 80.690000;
23; 2016-04-07 10:12:28.733 BRT; 0.002072; 259.000000; 0.001491; 186.400000; -0.003244; -405.500000; -0.002354; -294.310000;
24; 2016-04-07 10:13:00.789 BRT; -0.003920; -490.000000; -0.004509; -563.600000; 0.000476; 59.500000; 0.001646; 205.690000;
25; 2016-04-07 10:13:32.817 BRT; -0.004416; -552.000000; -0.004909; -613.600000; 0.009596; 1199.500000; 0.008646; 1080.690000;
26; 2016-04-07 10:14:04.817 BRT; -0.009616; -1202.000000; -0.009909; -1238.600000; -0.002484; -310.500000; -0.003354; -419.310000;
27; 2016-04-07 10:14:36.878 BRT; 0.004504; 563.000000; 0.004491; 561.400000; -0.002324; -290.500000; -0.002354; -294.310000;
28; 2016-04-07 10:15:08.881 BRT; -0.000832; -104.000000; -0.001309; -163.600000; 0.002956; 369.500000; 0.004646; 580.690000;
29; 2016-04-07 10:15:40.920 BRT; -0.005952; -744.000000; -0.006109; -763.600000; 0.004516; 564.500000; 0.004646; 580.690000;
30; 2016-04-07 10:16:12.945 BRT; -0.004856; -607.000000; -0.004709; -588.600000; -0.005684; -710.500000; -0.006354; -794.310000;
31; 2016-04-07 10:16:44.976 BRT; -0.001816; -227.000000; -0.002109; -263.600000; -0.003284; -410.500000; -0.003354; -419.310000;
32; 2016-04-07 10:17:17.300 BRT; -0.000104; -13.000000; -0.000309; -38.600000; -0.007084; -885.500000; -0.008354; -1044.310000;
