# Data set: UBBR11.txt, num_samples: 421
# Data set: UBBR11.pe,  num_samples: 168
# 031: wnn_predicted_return:  0.081279, target_return: -0.083768, wnn_error: -0.165047, rna_error: -0.082247
#
2008-06-18 Wed ; -0.010435 ; -0.003344 ; -0.007091
# 032: wnn_predicted_return: -0.003344, target_return: -0.010435, wnn_error: -0.007091, rna_error: -0.003458
#
2008-06-25 Wed ; -0.023893 ;  0.095478 ; -0.119371
# 033: wnn_predicted_return:  0.095478, target_return: -0.023893, wnn_error: -0.119371, rna_error: -0.045600
#
2008-07-02 Wed ; -0.077230 ;  0.025224 ; -0.102454
# 034: wnn_predicted_return:  0.025224, target_return: -0.077230, wnn_error: -0.102454, rna_error: -0.048826
#
2008-07-09 Wed ;  0.000000 ; -0.030386 ;  0.030386
# 035: wnn_predicted_return: -0.030386, target_return:  0.000000, wnn_error:  0.030386, rna_error:  0.041666
#
2008-07-16 Wed ;  0.038234 ;  0.064375 ; -0.026141
# 036: wnn_predicted_return:  0.064375, target_return:  0.038234, wnn_error: -0.026141, rna_error:  0.083708
#
2008-07-23 Wed ;  0.057906 ; -0.004163 ;  0.062069
# 037: wnn_predicted_return: -0.004163, target_return:  0.057906, wnn_error:  0.062069, rna_error:  0.084289
#
2008-07-30 Wed ;  0.000480 ;  0.026229 ; -0.025749
# 038: wnn_predicted_return:  0.026229, target_return:  0.000480, wnn_error: -0.025749, rna_error:  0.014067
#
2008-08-06 Wed ; -0.006095 ; -0.065721 ;  0.059626
# 039: wnn_predicted_return: -0.065721, target_return: -0.006095, wnn_error:  0.059626, rna_error: -0.004423
#
2008-08-13 Wed ; -0.096765 ;  0.071715 ; -0.168480
# 040: wnn_predicted_return:  0.071715, target_return: -0.096765, wnn_error: -0.168480, rna_error: -0.115721
#
2008-08-20 Wed ;  0.012082 ; -0.005589 ;  0.017671
# 041: wnn_predicted_return: -0.005589, target_return:  0.012082, wnn_error:  0.017671, rna_error:  0.009324
#
2008-08-27 Wed ;  0.004173 ; -0.054770 ;  0.058943
# 042: wnn_predicted_return: -0.054770, target_return:  0.004173, wnn_error:  0.058943, rna_error:  0.049639
#
2008-09-03 Wed ; -0.003103 ;  0.029663 ; -0.032766
# 043: wnn_predicted_return:  0.029663, target_return: -0.003103, wnn_error: -0.032766, rna_error:  0.018086
#
2008-09-10 Wed ; -0.041473 ; -0.057119 ;  0.015646
# 044: wnn_predicted_return: -0.057119, target_return: -0.041473, wnn_error:  0.015646, rna_error: -0.027126
#
2008-09-17 Wed ; -0.083783 ;  0.012359 ; -0.096142
# 045: wnn_predicted_return:  0.012359, target_return: -0.083783, wnn_error: -0.096142, rna_error: -0.100590
#
2008-09-24 Wed ;  0.087900 ; -0.030386 ;  0.118286
# 046: wnn_predicted_return: -0.030386, target_return:  0.087900, wnn_error:  0.118286, rna_error:  0.104063
#
2008-10-01 Wed ;  0.048103 ; -0.074858 ;  0.122961
# 047: wnn_predicted_return: -0.074858, target_return:  0.048103, wnn_error:  0.122961, rna_error:  0.077183
#
2008-10-08 Wed ; -0.200021 ;  0.051161 ; -0.251182
# 048: wnn_predicted_return:  0.051161, target_return: -0.200021, wnn_error: -0.251182, rna_error: -0.170724
#
2008-10-15 Wed ; -0.045449 ; -0.028372 ; -0.017077
# 049: wnn_predicted_return: -0.028372, target_return: -0.045449, wnn_error: -0.017077, rna_error:  0.004730
#
2008-10-22 Wed ; -0.132625 ;  0.029663 ; -0.162288
# 050: wnn_predicted_return:  0.029663, target_return: -0.132625, wnn_error: -0.162288, rna_error: -0.067395
#
2008-10-29 Wed ; -0.062768 ; -0.045946 ; -0.016822
# 051: wnn_predicted_return: -0.045946, target_return: -0.062768, wnn_error: -0.016822, rna_error: -0.030539
#
2008-11-05 Wed ;  0.183261 ; -0.023861 ;  0.207122
# 052: wnn_predicted_return: -0.023861, target_return:  0.183261, wnn_error:  0.207122, rna_error:  0.304400
#
2008-11-12 Wed ; -0.081994 ; -0.043800 ; -0.038194
# 053: wnn_predicted_return: -0.043800, target_return: -0.081994, wnn_error: -0.038194, rna_error:  0.031579
#
2008-11-19 Wed ; -0.037743 ; -0.030386 ; -0.007357
# 054: wnn_predicted_return: -0.030386, target_return: -0.037743, wnn_error: -0.007357, rna_error: -0.059051
#
2008-11-26 Wed ;  0.172893 ;  0.013703 ;  0.159190
# 055: wnn_predicted_return:  0.013703, target_return:  0.172893, wnn_error:  0.159190, rna_error:  0.198306
#
2008-12-03 Wed ;  0.013571 ;  0.051161 ; -0.037590
# 056: wnn_predicted_return:  0.051161, target_return:  0.013571, wnn_error: -0.037590, rna_error:  0.199058
#
2008-12-10 Wed ;  0.123233 ; -0.028372 ;  0.151605
# 057: wnn_predicted_return: -0.028372, target_return:  0.123233, wnn_error:  0.151605, rna_error: -0.049721
#
2008-12-17 Wed ;  0.030286 ;  0.055682 ; -0.025396
