id; time; WIN<qty=50>; WIN<result=R$>; IND<qty=10>; IND<result=R$>; WDO<qty=25>; WDO<result=R$>; DOL<qty=5>; DOL<result=R$>;
0; 2016-03-02 10:01:09.884 BRT; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000;
1; 2016-03-02 10:03:17.898 BRT; -0.001840; -230.000000; -0.002309; -288.600000; -0.003404; -425.500000; -0.003354; -419.310000;
2; 2016-03-02 10:05:25.933 BRT; 0.006096; 762.000000; 0.005691; 711.400000; -0.008164; -1020.500000; -0.007354; -919.310000;
3; 2016-03-02 10:07:33.941 BRT; -0.002736; -342.000000; -0.003109; -388.600000; 0.000516; 64.500000; 0.000646; 80.690000;
4; 2016-03-02 10:09:42.500 BRT; 0.002232; 279.000000; 0.001691; 211.400000; -0.008244; -1030.500000; -0.008354; -1044.310000;
5; 2016-03-02 10:11:50.710 BRT; -0.004144; -518.000000; -0.004509; -563.600000; -0.000684; -85.500000; -0.001354; -169.310000;
6; 2016-03-02 10:13:58.127 BRT; -0.012440; -1555.000000; -0.012309; -1538.600000; 0.006596; 824.500000; 0.006646; 830.690000;
7; 2016-03-02 10:16:06.265 BRT; -0.008848; -1106.000000; -0.008909; -1113.600000; 0.000876; 109.500000; 0.001646; 205.690000;
8; 2016-03-02 10:18:14.312 BRT; 0.010656; 1332.000000; 0.010291; 1286.400000; -0.006164; -770.500000; -0.007354; -919.310000;
9; 2016-03-02 10:20:22.330 BRT; -0.003056; -382.000000; -0.003709; -463.600000; -0.006044; -755.500000; -0.006354; -794.310000;
10; 2016-03-02 10:22:30.363 BRT; -0.006352; -794.000000; -0.006709; -838.600000; -0.005924; -740.500000; -0.004354; -544.310000;
11; 2016-03-02 10:24:38.388 BRT; -0.007848; -981.000000; -0.008309; -1038.600000; 0.001756; 219.500000; 0.000646; 80.690000;
12; 2016-03-02 10:26:46.449 BRT; 0.010184; 1273.000000; 0.009691; 1211.400000; -0.001244; -155.500000; -0.002354; -294.310000;
13; 2016-03-02 10:28:54.773 BRT; -0.006592; -824.000000; -0.007309; -913.600000; 0.003676; 459.500000; 0.003646; 455.690000;
14; 2016-03-02 10:31:02.786 BRT; 0.002192; 274.000000; 0.001691; 211.400000; 0.002436; 304.500000; 0.002646; 330.690000;
15; 2016-03-02 10:33:10.794 BRT; 0.000600; 75.000000; 0.000091; 11.400000; -0.006244; -780.500000; -0.005354; -669.310000;
16; 2016-03-02 10:35:18.939 BRT; -0.001864; -233.000000; -0.002309; -288.600000; -0.004324; -540.500000; -0.004354; -544.310000;
17; 2016-03-02 10:37:26.976 BRT; 0.010184; 1273.000000; 0.009691; 1211.400000; -0.015524; -1940.500000; -0.014354; -1794.310000;
18; 2016-03-02 10:39:35.100 BRT; 0.004544; 568.000000; 0.003691; 461.400000; -0.007244; -905.500000; -0.006354; -794.310000;
19; 2016-03-02 10:41:43.270 BRT; -0.004016; -502.000000; -0.004509; -563.600000; -0.000244; -30.500000; -0.000354; -44.310000;
20; 2016-03-02 10:43:51.880 BRT; -0.005040; -630.000000; -0.005709; -713.600000; -0.000164; -20.500000; -0.001354; -169.310000;
