50;10;50;1
0.000000;0.000000;-0.003205;0.000000;0.000000;-0.000601;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000656;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.001038;0.000000;0.000000;0.000000;0.000000;-0.000879;0.000714;0.000000;0.000477;0.000000;0.000000;-0.000544;-0.000891;0.000000;-0.000539;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001083;0.001805;
0.000000;0.000000;0.001608;0.000000;0.000000;-0.000301;0.000000;0.000000;0.000000;-0.001582;-0.001741;0.000000;0.000000;0.000619;0.000000;-0.001631;0.000000;-0.000502;0.000000;0.000183;-0.000567;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000779;0.000000;0.000000;-0.000293;-0.000713;0.000000;0.000000;0.000298;-0.001100;0.000000;-0.000223;0.000607;-0.000540;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000360;-0.000901;
0.000000;0.000000;-0.001605;0.000000;-0.002976;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000581;-0.001068;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000657;0.000367;0.000000;0.000000;-0.000269;-0.000430;0.000000;0.000307;-0.002079;0.000000;-0.001560;0.000000;0.000000;0.000000;-0.000714;0.000000;0.000000;-0.000298;0.000000;-0.000272;0.000000;-0.002426;0.000000;-0.000697;0.000000;0.000000;0.002047;0.000000;-0.001499;0.000000;0.000000;0.000000;
-0.004425;-0.001399;-0.003215;0.000000;0.000000;-0.000301;0.000000;0.000907;0.000000;-0.001585;0.000000;-0.000641;0.000000;-0.000618;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000183;0.000000;0.000000;0.000000;-0.000430;0.000000;-0.000921;-0.001042;-0.000900;0.000781;0.000000;0.000000;0.000000;0.001429;0.000000;-0.000477;-0.000596;-0.001101;-0.000272;-0.000669;0.001216;0.000000;-0.000698;0.000000;0.000000;0.000584;0.000000;0.000000;0.000000;0.001802;0.001803;
0.000000;0.000000;0.000000;0.000000;0.000000;-0.000301;0.000000;0.000000;0.000000;0.000000;0.000582;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.001314;0.000000;0.000000;0.000000;0.000537;0.000000;0.000271;0.000307;0.001043;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001837;0.000272;0.000000;0.000607;0.000000;0.000000;0.000000;0.000000;-0.001167;0.000000;0.000000;0.000000;0.000000;0.000000;
0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.001869;0.000907;0.000000;0.000000;0.000000;-0.000428;0.000000;0.000000;0.000000;0.001634;0.000611;0.000000;-0.001316;0.000000;0.000567;0.000000;0.000000;0.000860;-0.000542;0.000000;-0.001042;0.000901;0.000000;0.000000;0.000000;-0.000880;-0.001427;0.000000;0.000477;0.000298;-0.001467;-0.000272;-0.000447;0.000607;0.000540;0.001397;-0.000553;0.000942;0.000000;0.000000;0.001502;0.000000;0.000719;0.000900;
-0.002222;0.000000;-0.001613;0.000000;0.000000;-0.000602;-0.001866;-0.000906;0.000000;0.000000;-0.000581;-0.000642;0.000000;-0.000619;0.000000;-0.003263;-0.000611;-0.001505;-0.001318;-0.000183;-0.000567;0.000000;0.000000;-0.000859;0.000000;-0.000922;0.000000;-0.000450;0.001561;0.000000;0.000000;-0.001468;0.000000;-0.000791;-0.000477;-0.001192;-0.000734;-0.000817;-0.000670;-0.001213;-0.000540;0.000697;-0.001107;-0.000941;0.000000;-0.007874;-0.002999;0.000000;0.000000;-0.000899;
0.000000;0.000000;0.000000;0.000000;0.000000;-0.000602;0.000000;0.000000;0.000000;0.001587;0.000582;-0.000643;0.000000;0.000619;0.000000;0.000000;-0.000611;0.000503;-0.000660;-0.000183;0.000567;0.000000;0.000000;0.001290;0.000271;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000882;0.000714;0.000000;0.000000;0.000000;-0.001470;0.000000;-0.002012;-0.000607;0.000000;0.000000;0.000554;0.000471;0.000000;0.000000;0.000000;0.000000;-0.004313;0.000000;
-0.002227;0.000000;-0.001616;0.000000;-0.002985;0.000000;0.000000;-0.000907;0.000000;-0.001585;-0.000581;-0.000214;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.001980;-0.001101;-0.000567;0.000000;-0.000268;0.000000;0.000000;-0.000308;-0.001043;-0.000450;-0.000779;0.000000;0.000000;-0.000882;-0.000714;0.000000;0.000000;-0.000298;-0.000736;-0.000272;-0.000224;-0.001215;-0.001080;-0.000697;-0.001107;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.001800;
0.000000;0.000000;0.001618;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000619;0.000000;0.000000;0.000000;0.000000;0.000000;0.000551;0.000000;0.000000;0.000000;0.000000;0.000542;0.000923;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000896;0.000000;0.000000;0.000000;0.000000;0.000541;0.000000;0.000000;0.000471;-0.001168;0.000000;0.000000;0.000000;0.000000;0.000902;
0.000000;0.001401;0.000000;-0.002283;0.000000;0.000000;0.000000;0.000000;0.000000;0.001587;0.000582;0.000214;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000502;0.000661;0.000000;0.000000;0.000000;0.000000;0.001289;0.000000;0.000000;0.001044;0.000000;0.000000;0.000000;0.000000;0.000294;0.000000;-0.000791;0.000000;0.000895;0.000000;0.000545;0.000896;0.000000;0.001080;0.000000;0.000000;0.000471;0.001462;0.000000;0.000000;0.000000;0.000000;-0.001802;
